iso3c,year,Ratio.RMC.to.market.XR,country,military_spending,type,military_spending_PPP,change_nominal,change_nominal_percent,change_PPP,change_PPP_percent,nato
AUS,1991,NA,Australia,13633.988927646466,Constant 2021 USD (m),NA,228.6623030731571,1.677148956821321,NA,NA,FALSE
AUT,1991,NA,Austria,1994.0555459964503,Current USD (m),NA,21.353864480059883,1.070876110895353,NA,NA,FALSE
AUT,1991,NA,Austria,3624.667301482381,Constant 2021 USD (m),NA,16.388384367925028,0.4521348583143801,NA,NA,FALSE
AZE,1991,NA,Azerbaijan,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
AZE,1991,NA,Azerbaijan,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
BDI,1991,NA,Burundi,42.751758827191445,Current USD (m),NA,3.1494114504725133,7.366741244969294,NA,NA,FALSE
BDI,1991,NA,Burundi,72.81236809913824,Constant 2021 USD (m),NA,1.7306546141392545,2.3768690118454443,NA,NA,FALSE
BEL,1991,NA,Belgium,4624.500746001539,Current USD (m),NA,-19.823494802219102,-0.42866237656808687,NA,NA,TRUE
BEL,1991,NA,Belgium,8158.643331702093,Constant 2021 USD (m),NA,-117.01376570013963,-1.4342306795721598,NA,NA,TRUE
BEN,1991,NA,Benin,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
BEN,1991,NA,Benin,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
BFA,1991,NA,Burkina Faso,69.50554222334078,Current USD (m),NA,-14.95996013649247,-21.523406131300902,NA,NA,FALSE
BFA,1991,NA,Burkina Faso,80.53746020025424,Constant 2021 USD (m),NA,-15.962630683206754,-19.82013170457089,NA,NA,FALSE
BGD,1991,NA,Bangladesh,381.7201100522584,Current USD (m),NA,8.696671092966596,2.2782847599451865,NA,NA,FALSE
BGD,1991,NA,Bangladesh,959.6125203579612,Constant 2021 USD (m),NA,17.499689717601655,1.8236204036889598,NA,NA,FALSE
BGR,1991,NA,Bulgaria,232.17638659335964,Current USD (m),NA,-562.3441613518457,-242.20557895784268,NA,NA,TRUE
BGR,1991,NA,Bulgaria,1937.472180826136,Constant 2021 USD (m),NA,-1641.4617331092722,-84.72182203975464,NA,NA,TRUE
BHR,1991,NA,Bahrain,263.2978723404255,Current USD (m),NA,23.936170212765887,9.090909090909065,NA,NA,FALSE
BHR,1991,NA,Bahrain,384.0610020637676,Constant 2021 USD (m),NA,32.24552594766766,8.39593860725119,NA,NA,FALSE
BIH,1991,NA,Bosnia and Herzegovina,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
BIH,1991,NA,Bosnia and Herzegovina,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
BLR,1991,NA,Belarus,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
BLR,1991,NA,Belarus,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
BLZ,1991,NA,Belize,4.732875,Current USD (m),NA,-0.03587499999999988,-0.7579959327047487,NA,NA,FALSE
BLZ,1991,NA,Belize,7.74478283300148,Constant 2021 USD (m),NA,-0.118163932587934,-1.5257229948969369,NA,NA,FALSE
BOL,1991,NA,Bolivia,143.64396010735598,Current USD (m),NA,6.578832591645721,4.57995768616297,NA,NA,FALSE
BOL,1991,NA,Bolivia,462.5905280188076,Constant 2021 USD (m),NA,-12.403712474943575,-2.6813589392040633,NA,NA,FALSE
BRA,1991,NA,Brazil,6694.66529515063,Current USD (m),NA,-2541.631660254633,-37.96502958998858,NA,NA,FALSE
BRA,1991,NA,Brazil,8587.098337904048,Constant 2021 USD (m),NA,-2015.606237835018,-23.472495114420575,NA,NA,FALSE
BRN,1991,NA,Brunei,245.4342855488987,Current USD (m),NA,14.265697994485805,5.812430794899517,NA,NA,FALSE
BRN,1991,NA,Brunei,408.6641340798746,Constant 2021 USD (m),NA,-1.64236718035869,-0.4018867924528176,NA,NA,FALSE
BWA,1991,NA,Botswana,172.2691881517244,Current USD (m),NA,16.018348310178993,9.298440703203983,NA,NA,FALSE
BWA,1991,NA,Botswana,282.9783709509723,Constant 2021 USD (m),NA,18.97460623586926,6.7053203296434,NA,NA,FALSE
CAF,1991,NA,Central African Republic,21.59818792160421,Current USD (m),NA,NA,NA,NA,NA,FALSE
CAF,1991,NA,Central African Republic,36.583814452532486,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
CAN,1991,NA,Canada,11338.503299235415,Current USD (m),NA,-76.12854765814518,-0.6714161970855423,NA,NA,TRUE
CAN,1991,NA,Canada,17729.825171967652,Constant 2021 USD (m),NA,-1467.6313592267907,-8.277754264307353,NA,NA,TRUE
CHE,1991,NA,Switzerland,4016.764412583072,Current USD (m),NA,-39.64377653841211,-0.9869579708041248,NA,NA,FALSE
CHE,1991,NA,Switzerland,7815.260913055997,Constant 2021 USD (m),NA,-279.9240941691469,-3.58176262166132,NA,NA,FALSE
CHL,1991,NA,Chile,1038.0394941812517,Current USD (m),NA,6.5639101430494975,0.6323372260731512,NA,NA,FALSE
CHL,1991,NA,Chile,1855.81112154824,Constant 2021 USD (m),NA,-105.03633297820306,-5.659861165751331,NA,NA,FALSE
CHN,1991,NA,China,9802.375366073124,Current USD (m),NA,-123.97388474379659,-1.2647330888070356,NA,NA,FALSE
CHN,1991,NA,China,25048.37622310507,Constant 2021 USD (m),NA,1482.4875395308882,5.918497575756688,NA,NA,FALSE
CIV,1991,NA,Cote d'Ivoire,144.16870194642456,Current USD (m),NA,0.1949998547124494,0.1352581053167244,NA,NA,FALSE
CIV,1991,NA,Cote d'Ivoire,204.92302883367557,Constant 2021 USD (m),NA,4.091757967426361,1.9967292064316544,NA,NA,FALSE
CMR,1991,NA,Cameroon,178.19834318184232,Current USD (m),NA,-2.3794027642028936,-1.3352552676513016,NA,NA,FALSE
CMR,1991,NA,Cameroon,239.80165944357276,Constant 2021 USD (m),NA,5.134937094484229,2.1413267557860753,NA,NA,FALSE
COD,1991,NA,"Congo, DR",43.89198720972092,Current USD (m),NA,-2.041826340754085,-4.651934146881994,NA,NA,FALSE
COD,1991,NA,"Congo, DR",37.06706614531452,Constant 2021 USD (m),NA,-3.2496033971257887,-8.76682115705172,NA,NA,FALSE
COG,1991,NA,"Congo, Republic",NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
COG,1991,NA,"Congo, Republic",NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
COL,1991,NA,Colombia,911.4675891919215,Current USD (m),NA,21.488514650698903,2.357573094809651,NA,NA,FALSE
COL,1991,NA,Colombia,1880.907222299972,Constant 2021 USD (m),NA,-18.81324359642099,-1.0002217745443163,NA,NA,FALSE
CPV,1991,NA,Cape Verde,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
CPV,1991,NA,Cape Verde,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
CRI,1991,NA,Costa Rica,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
CRI,1991,NA,Costa Rica,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
CUB,1991,NA,Cuba,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
CUB,1991,NA,Cuba,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
CYP,1991,NA,Cyprus,418.3873687341136,Current USD (m),NA,6.978305469109955,1.6679053887844997,NA,NA,FALSE
CYP,1991,NA,Cyprus,732.0948557546342,Constant 2021 USD (m),NA,-13.701968147656089,-1.8716110405573432,NA,NA,FALSE
CZE,1991,NA,Czechia,NA,Current USD (m),NA,NA,NA,NA,NA,TRUE
CZE,1991,NA,Czechia,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,TRUE
DEU,1991,NA,Germany,37196.72973024063,Current USD (m),NA,-2637.9371495243395,-7.091852344696095,NA,NA,TRUE
DEU,1991,NA,Germany,62228.6470581989,Constant 2021 USD (m),NA,-5013.253337683316,-8.056182441174894,NA,NA,TRUE
DJI,1991,NA,Djibouti,31.77452298827938,Current USD (m),NA,0.6583352558223261,2.0718965822560587,NA,NA,FALSE
DJI,1991,NA,Djibouti,70.91576441685608,Constant 2021 USD (m),NA,-2.0507412630492183,-2.8917988544755424,NA,NA,FALSE
DNK,1991,NA,Denmark,2671.9466705021214,Current USD (m),NA,22.057197022022592,0.8255103765928654,NA,NA,TRUE
DNK,1991,NA,Denmark,4532.311121654367,Constant 2021 USD (m),NA,80.53293827953894,1.7768625347622455,NA,NA,TRUE
DOM,1991,NA,Dominican Republic,33.894298950553086,Current USD (m),NA,-13.904605486827421,-41.02343437494383,NA,NA,FALSE
DOM,1991,NA,Dominican Republic,64.4696633073138,Constant 2021 USD (m),NA,-25.348411571710585,-39.3183557526582,NA,NA,FALSE
DZA,1991,NA,Algeria,565.0980625673284,Current USD (m),NA,-339.1710925885128,-60.01986470235021,NA,NA,FALSE
DZA,1991,NA,Algeria,657.9861410884804,Constant 2021 USD (m),NA,15.264991297767892,2.3199563553900426,NA,NA,FALSE
ECU,1991,NA,Ecuador,209,Current USD (m),NA,7,3.349282296650718,NA,NA,FALSE
ECU,1991,NA,Ecuador,1168.1578949088275,Constant 2021 USD (m),NA,-64.6788349005235,-5.53682299134498,NA,NA,FALSE
EGY,1991,NA,Egypt,1345.7573430294997,Current USD (m),NA,-914.8878182608228,-67.98311917074697,NA,NA,FALSE
EGY,1991,NA,Egypt,3742.25709999681,Constant 2021 USD (m),NA,23.93522836368811,0.6395933717036307,NA,NA,FALSE
ERI,1991,NA,Eritrea,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
ERI,1991,NA,Eritrea,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
ESP,1991,NA,Spain,11680.263754141171,Current USD (m),NA,-14.774890402481105,-0.12649449287686462,NA,NA,TRUE
ESP,1991,NA,Spain,17899.89668999398,Constant 2021 USD (m),NA,-725.0719098962909,-4.050704439549113,NA,NA,TRUE
EST,1991,NA,Estonia,NA,Current USD (m),NA,NA,NA,NA,NA,TRUE
EST,1991,NA,Estonia,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,TRUE
ETH,1991,NA,Ethiopia,529.0338164251208,Current USD (m),NA,-256.01449275362324,-48.3928408364533,NA,NA,FALSE
ETH,1991,NA,Ethiopia,456.0613802269193,Constant 2021 USD (m),NA,-462.4586360486457,-101.40271816450307,NA,NA,FALSE
FIN,1991,NA,Finland,2200.991548898181,Current USD (m),NA,59.69056470835312,2.711985184051901,NA,NA,FALSE
FIN,1991,NA,Finland,2725.197893525912,Constant 2021 USD (m),NA,115.27737495823112,4.2300551909308535,NA,NA,FALSE
FJI,1991,NA,Fiji,32.4825828837865,Current USD (m),NA,1.9405512951011623,5.974128664718277,NA,NA,FALSE
FJI,1991,NA,Fiji,56.20663506913685,Constant 2021 USD (m),NA,-0.2799835068099412,-0.498132482874216,NA,NA,FALSE
FRA,1991,NA,France,35869.12091521442,Current USD (m),NA,94.69059023034788,0.26398915784463356,NA,NA,TRUE
FRA,1991,NA,France,55803.53467611475,Constant 2021 USD (m),NA,361.0561558986301,0.6470130574957481,NA,NA,TRUE
GAB,1991,NA,Gabon,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
GAB,1991,NA,Gabon,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
GBR,1991,NA,United Kingdom,47045.45732736835,Current USD (m),NA,3500.362487234015,7.440383590867349,NA,NA,TRUE
GBR,1991,NA,United Kingdom,68771.35353930383,Constant 2021 USD (m),NA,785.304426738905,1.1419063117466375,NA,NA,TRUE
GEO,1991,NA,Georgia,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
GEO,1991,NA,Georgia,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
GHA,1991,NA,Ghana,41.42718417552287,Current USD (m),NA,13.814630673517694,33.3467768771985,NA,NA,FALSE
GHA,1991,NA,Ghana,38.973209467984695,Constant 2021 USD (m),NA,11.77151249128767,30.20411367700576,NA,NA,FALSE
GIN,1991,NA,Guinea,71.76417839964557,Current USD (m),NA,NA,NA,NA,NA,FALSE
GIN,1991,NA,Guinea,127.96376650884812,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
GMB,1991,NA,"Gambia, The",3.996271673189712,Current USD (m),NA,0.531360561486308,13.29640737518205,NA,NA,FALSE
GMB,1991,NA,"Gambia, The",3.643259479532144,Constant 2021 USD (m),NA,0.5470775399257448,15.016156356669903,NA,NA,FALSE
GNB,1991,NA,Guinea-Bissau,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
GNB,1991,NA,Guinea-Bissau,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
GNQ,1991,NA,Equatorial Guinea,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
GNQ,1991,NA,Equatorial Guinea,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
GRC,1991,NA,Greece,3146.8990349561973,Current USD (m),NA,-46.47744911163727,-1.4769285126519545,NA,NA,TRUE
GRC,1991,NA,Greece,5700.255800844363,Constant 2021 USD (m),NA,-309.9723293827519,-5.437867004790146,NA,NA,TRUE
GTM,1991,NA,Guatemala,119.3108604699257,Current USD (m),NA,-12.885244537921352,-10.799724758643656,NA,NA,FALSE
GTM,1991,NA,Guatemala,490.434766336489,Constant 2021 USD (m),NA,-155.04043990384423,-31.612856703040183,NA,NA,FALSE
GUY,1991,NA,Guyana,2.031374372825572,Current USD (m),NA,-1.5579541173333569,-76.69458363631398,NA,NA,FALSE
GUY,1991,NA,Guyana,5.438848489518815,Constant 2021 USD (m),NA,-1.4623954283392493,-26.887960404806755,NA,NA,FALSE
HND,1991,NA,Honduras,47.398089405586575,Current USD (m),NA,-19.722859626266697,-41.611085749675944,NA,NA,FALSE
HND,1991,NA,Honduras,140.85730192620392,Constant 2021 USD (m),NA,-65.82448698262249,-46.731327437400715,NA,NA,FALSE
HRV,1991,NA,Croatia,NA,Current USD (m),NA,NA,NA,NA,NA,TRUE
HRV,1991,NA,Croatia,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,TRUE
HTI,1991,NA,Haiti,2.6232273866994134,Current USD (m),NA,-0.04717261330058653,-1.7982662707688435,NA,NA,FALSE
HTI,1991,NA,Haiti,7.941718686179181,Constant 2021 USD (m),NA,0.20978598457831676,2.641569071735105,NA,NA,FALSE
HUN,1991,NA,Hungary,722.549153413242,Current USD (m),NA,-124.84009347668439,-17.27773022595814,NA,NA,TRUE
HUN,1991,NA,Hungary,1879.6603108724437,Constant 2021 USD (m),NA,-622.9225868719411,-33.140168107439145,NA,NA,TRUE
IDN,1991,NA,Indonesia,1697.0292054637189,Current USD (m),NA,83.05380919389177,4.8940707046463015,NA,NA,FALSE
IDN,1991,NA,Indonesia,2616.2639853025667,Constant 2021 USD (m),NA,43.824275352224504,1.675070849058693,NA,NA,FALSE
IND,1991,NA,India,8622.47388138455,Current USD (m),NA,-1914.5615686682959,-22.20431856339663,NA,NA,FALSE
IND,1991,NA,India,19554.26418505075,Constant 2021 USD (m),NA,-1388.1628030388965,-7.099028579659612,NA,NA,FALSE
IRL,1991,NA,Ireland,624.9326581187372,Current USD (m),NA,30.926647715816216,4.94879685259466,NA,NA,FALSE
IRL,1991,NA,Ireland,1007.7901089013689,Constant 2021 USD (m),NA,45.8539804357456,4.549953411006663,NA,NA,FALSE
IRN,1991,NA,Iran,17549.5948299352,Current USD (m),NA,1075.193131700671,6.126598033287138,NA,NA,FALSE
IRN,1991,NA,Iran,1497.180100941646,Constant 2021 USD (m),NA,-163.40472328142937,-10.914166116598567,NA,NA,FALSE
IRQ,1991,NA,Iraq,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
IRQ,1991,NA,Iraq,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
ISL,1991,NA,Iceland,NA,Current USD (m),NA,NA,NA,NA,NA,TRUE
ISL,1991,NA,Iceland,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,TRUE
ISR,1991,NA,Israel,9337.649894624155,Current USD (m),NA,2808.882563387594,30.081258079773537,NA,NA,FALSE
ISR,1991,NA,Israel,18612.79160666387,Constant 2021 USD (m),NA,4912.24368297904,26.391762110635394,NA,NA,FALSE
ITA,1991,NA,Italy,21585.706771881138,Current USD (m),NA,851.0811933121149,3.942799753125459,NA,NA,TRUE
ITA,1991,NA,Italy,30920.029959088683,Constant 2021 USD (m),NA,429.8290106606255,1.3901312878071157,NA,NA,TRUE
JAM,1991,NA,Jamaica,31.891976658770705,Current USD (m),NA,-6.717967898810496,-21.064758609005715,NA,NA,FALSE
JAM,1991,NA,Jamaica,83.41284107436523,Constant 2021 USD (m),NA,-7.044390963924826,-8.445211640309104,NA,NA,FALSE
JOR,1991,NA,Jordan,433.2717451010919,Current USD (m),NA,110.84273974937304,25.5827297770158,NA,NA,FALSE
JOR,1991,NA,Jordan,1029.4510887648407,Constant 2021 USD (m),NA,221.7580688273722,21.541389508212834,NA,NA,FALSE
JPN,1991,NA,Japan,32785.41575419244,Current USD (m),NA,3984.9640717790535,12.154685185803919,NA,NA,FALSE
JPN,1991,NA,Japan,43348.70107953407,Constant 2021 USD (m),NA,1068.090459675761,2.4639503216395826,NA,NA,FALSE
KAZ,1991,NA,Kazakhstan,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
KAZ,1991,NA,Kazakhstan,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
KEN,1991,NA,Kenya,191.90850628364944,Current USD (m),NA,-54.54793234989745,-28.423926279366245,NA,NA,FALSE
KEN,1991,NA,Kenya,990.4648954949208,Constant 2021 USD (m),NA,-281.95491667840486,-28.46692678971889,NA,NA,FALSE
KGZ,1991,NA,Kyrgyz Republic,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
KGZ,1991,NA,Kyrgyz Republic,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
KHM,1991,NA,Cambodia,43.2946836634263,Current USD (m),NA,14.203774572517208,32.80720257234728,NA,NA,FALSE
KHM,1991,NA,Cambodia,29.12190004433757,Constant 2021 USD (m),NA,16.629646259220536,57.10357577596997,NA,NA,FALSE
KOR,1991,NA,"Korea, South",10956.524347756127,Current USD (m),NA,845.8094766974154,7.719687830298442,NA,NA,FALSE
KOR,1991,NA,"Korea, South",17117.916583653285,Constant 2021 USD (m),NA,454.8096343142861,2.656921665038405,NA,NA,FALSE
KSV,1991,NA,Kosovo,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
KSV,1991,NA,Kosovo,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
KWT,1991,NA,Kuwait,12924.377965940712,Current USD (m),NA,3962.841504447586,30.66175807370198,NA,NA,FALSE
KWT,1991,NA,Kuwait,26845.29281754944,Constant 2021 USD (m),NA,6246.217516165831,23.267459061137608,NA,NA,FALSE
LAO,1991,NA,Laos,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
LAO,1991,NA,Laos,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
LBN,1991,NA,Lebanon,229.46973100329984,Current USD (m),NA,15.108692344941005,6.584176605289931,NA,NA,FALSE
LBN,1991,NA,Lebanon,5266.047438384765,Constant 2021 USD (m),NA,-263.7732858037898,-5.008942454280207,NA,NA,FALSE
LBR,1991,NA,Liberia,25,Current USD (m),NA,NA,NA,NA,NA,FALSE
LBR,1991,NA,Liberia,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
LBY,1991,NA,Libya,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
LBY,1991,NA,Libya,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
LKA,1991,NA,Sri Lanka,277.3890238449174,Current USD (m),NA,90.36561815037211,32.57721480749495,NA,NA,FALSE
LKA,1991,NA,Sri Lanka,634.1581154520436,Constant 2021 USD (m),NA,169.6612838065588,26.75378264072518,NA,NA,FALSE
LSO,1991,NA,Lesotho,22.308171454232035,Current USD (m),NA,-1.857760861832464,-8.32771464771951,NA,NA,FALSE
LSO,1991,NA,Lesotho,16.238969375350216,Constant 2021 USD (m),NA,-3.157697170516485,-19.445182126580523,NA,NA,FALSE
LTU,1991,NA,Lithuania,NA,Current USD (m),NA,NA,NA,NA,NA,TRUE
LTU,1991,NA,Lithuania,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,TRUE
LUX,1991,NA,Luxembourg,97.33405221557328,Current USD (m),NA,9.978340667164545,10.251644147173428,NA,NA,TRUE
LUX,1991,NA,Luxembourg,173.89551712121673,Constant 2021 USD (m),NA,16.40227160503727,9.432256723216044,NA,NA,TRUE
LVA,1991,NA,Latvia,NA,Current USD (m),NA,NA,NA,NA,NA,TRUE
LVA,1991,NA,Latvia,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,TRUE
MAR,1991,NA,Morocco,1148.4457104134244,Current USD (m),NA,78.7252184172196,6.854935997704203,NA,NA,FALSE
MAR,1991,NA,Morocco,2073.6545772584072,Constant 2021 USD (m),NA,99.10212691790593,4.7791048714067665,NA,NA,FALSE
MDA,1991,NA,Moldova,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
MDA,1991,NA,Moldova,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
MDG,1991,NA,Madagascar,34.70708743788684,Current USD (m),NA,-3.241036740154776,-9.338256187457567,NA,NA,FALSE
MDG,1991,NA,Madagascar,76.65427163411556,Constant 2021 USD (m),NA,2.5608474492199775,3.340775921064591,NA,NA,FALSE
MEX,1991,NA,Mexico,1459.1360409219362,Current USD (m),NA,248.2635386109073,17.0144202903826,NA,NA,FALSE
MEX,1991,NA,Mexico,2330.5354726480605,Constant 2021 USD (m),NA,120.01834446153362,5.149818394532451,NA,NA,FALSE
MKD,1991,NA,North Macedonia,NA,Current USD (m),NA,NA,NA,NA,NA,TRUE
MKD,1991,NA,North Macedonia,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,TRUE
MLI,1991,NA,Mali,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
MLI,1991,NA,Mali,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
MLT,1991,NA,Malta,21.74481812471031,Current USD (m),NA,0.5927904587551005,2.726122864561774,NA,NA,FALSE
MLT,1991,NA,Malta,36.90211657776168,Constant 2021 USD (m),NA,0.7143397003993002,1.9357689115040697,NA,NA,FALSE
MMR,1991,NA,Myanmar,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
MMR,1991,NA,Myanmar,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
MNE,1991,NA,Montenegro,NA,Current USD (m),NA,NA,NA,NA,NA,TRUE
MNE,1991,NA,Montenegro,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,TRUE
MNG,1991,NA,Mongolia,110.83831460856474,Current USD (m),NA,NA,NA,NA,NA,FALSE
MNG,1991,NA,Mongolia,97.63201848091268,Constant 2021 USD (m),NA,-45.97002331642574,-47.084987109441975,NA,NA,FALSE
MOZ,1991,NA,Mozambique,71.80352325249048,Current USD (m),NA,-12.795476412773013,-17.820123349350002,NA,NA,FALSE
MOZ,1991,NA,Mozambique,87.40574782557319,Constant 2021 USD (m),NA,-1.260901914662469,-1.442584665231311,NA,NA,FALSE
MRT,1991,NA,Mauritania,39.44070348937957,Current USD (m),NA,-0.7409139478792994,-1.8785515529123602,NA,NA,FALSE
MRT,1991,NA,Mauritania,41.30862935403658,Constant 2021 USD (m),NA,-2.419650452083353,-5.857493918148872,NA,NA,FALSE
MUS,1991,NA,Mauritius,10.49685988640647,Current USD (m),NA,1.3132893949340723,12.511259644751417,NA,NA,FALSE
MUS,1991,NA,Mauritius,17.607061956385007,Constant 2021 USD (m),NA,1.9550459006381171,11.10375998835593,NA,NA,FALSE
MWI,1991,NA,Malawi,23.70412119958192,Current USD (m),NA,-0.6080508270370579,-2.5651692459612567,NA,NA,FALSE
MWI,1991,NA,Malawi,17.779304374829255,Constant 2021 USD (m),NA,-2.211284715326336,-12.437408509957928,NA,NA,FALSE
MYS,1991,NA,Malaysia,1571.9599864730717,Current USD (m),NA,446.9521302729586,28.432793081187953,NA,NA,FALSE
MYS,1991,NA,Malaysia,2166.690935123348,Constant 2021 USD (m),NA,575.066544175656,26.541235524342,NA,NA,FALSE
NAM,1991,NA,Namibia,144.76771978618922,Current USD (m),NA,-12.151408887496302,-8.393728177416207,NA,NA,FALSE
NAM,1991,NA,Namibia,227.83901394787827,Constant 2021 USD (m),NA,-34.831081352495715,-15.287584311817584,NA,NA,FALSE
NER,1991,NA,Niger,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
NER,1991,NA,Niger,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
NGA,1991,NA,Nigeria,243.70578102404863,Current USD (m),NA,-33.592002459751996,-13.783834884260365,NA,NA,FALSE
NGA,1991,NA,Nigeria,785.6786411379985,Constant 2021 USD (m),NA,-33.81027343763287,-4.303320933945861,NA,NA,FALSE
NIC,1991,NA,Nicaragua,67.66834549724527,Current USD (m),NA,-1074.8076341226863,-1588.3462588374366,NA,NA,FALSE
NIC,1991,NA,Nicaragua,84.21089688014308,Constant 2021 USD (m),NA,-17.405328512416517,-20.668736656717275,NA,NA,FALSE
NLD,1991,NA,Netherlands,7246.192325009606,Current USD (m),NA,-174.65731077951386,-2.4103322537644947,NA,NA,TRUE
NLD,1991,NA,Netherlands,13162.316810983968,Constant 2021 USD (m),NA,-377.3221441751175,-2.866684867061107,NA,NA,TRUE
NOR,1991,NA,Norway,3287.551635523389,Current USD (m),NA,-107.31779994837188,-3.264368498087074,NA,NA,TRUE
NOR,1991,NA,Norway,4650.54919950525,Constant 2021 USD (m),NA,-145.09111780767944,-3.1198706127679503,NA,NA,TRUE
NPL,1991,NA,Nepal,35.43148570661656,Current USD (m),NA,-2.4977054187801144,-7.049395104291906,NA,NA,FALSE
NPL,1991,NA,Nepal,85.52491780546347,Constant 2021 USD (m),NA,2.121834209495603,2.4809543977837727,NA,NA,FALSE
NZL,1991,NA,New Zealand,989.0338100155176,Current USD (m),NA,-68.71586186134675,-6.947776826787005,NA,NA,FALSE
NZL,1991,NA,New Zealand,2205.493753650075,Constant 2021 USD (m),NA,-134.5300503387789,-6.09977018144498,NA,NA,FALSE
OMN,1991,NA,Oman,1254.8114434330296,Current USD (m),NA,-193.10793237971393,-15.389398414425623,NA,NA,FALSE
OMN,1991,NA,Oman,1920.2908742021768,Constant 2021 USD (m),NA,-397.4484068811198,-20.69730227959593,NA,NA,FALSE
PAK,1991,NA,Pakistan,3067.12379415818,Current USD (m),NA,257.02216982730624,8.379908574829795,NA,NA,FALSE
PAK,1991,NA,Pakistan,4893.480838348831,Constant 2021 USD (m),NA,322.2546123660677,6.585386210990122,NA,NA,FALSE
PAN,1991,NA,Panama,78.6,Current USD (m),NA,5.5,6.997455470737914,NA,NA,FALSE
PAN,1991,NA,Panama,137.6909623662115,Constant 2021 USD (m),NA,8.026083035246188,5.829055805347279,NA,NA,FALSE
PER,1991,NA,Peru,697.7346278317152,Current USD (m),NA,-79.3323170178212,-11.36998421081018,NA,NA,FALSE
PER,1991,NA,Peru,1211.6889623459874,Constant 2021 USD (m),NA,-460.6553915037,-38.01762711544481,NA,NA,FALSE
PHL,1991,NA,Philippines,913.2197419082486,Current USD (m),NA,-38.26212806563103,-4.189805181574276,NA,NA,FALSE
PHL,1991,NA,Philippines,2062.1570833342703,Constant 2021 USD (m),NA,-204.81606232708555,-9.932127090721991,NA,NA,FALSE
PNG,1991,NA,Papua New Guinea,52.64214166305036,Current USD (m),NA,-16.04895781338943,-30.486901380485115,NA,NA,FALSE
