iso3c,year,Ratio.RMC.to.market.XR,country,military_spending,type,military_spending_PPP,change_nominal,change_nominal_percent,change_PPP,change_PPP_percent,nato
AGO,1972,NA,Angola,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
AGO,1972,NA,Angola,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
ALB,1972,NA,Albania,NA,Current USD (m),NA,NA,NA,NA,NA,TRUE
ALB,1972,NA,Albania,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,TRUE
ARE,1972,NA,United Arab Emirates,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
ARE,1972,NA,United Arab Emirates,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
ARG,1972,NA,Argentina,766,Current USD (m),NA,246.28051582711691,32.15150337168628,NA,NA,FALSE
ARG,1972,NA,Argentina,3445.42149217256,Constant 2021 USD (m),NA,95.83576025523917,2.781539514772358,NA,NA,FALSE
ARM,1972,NA,Armenia,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
ARM,1972,NA,Armenia,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
AUS,1972,NA,Australia,1484.4437449475258,Current USD (m),NA,152.68895550186676,10.285937478032503,NA,NA,FALSE
AUS,1972,NA,Australia,10158.179318609124,Constant 2021 USD (m),NA,4.546074860360022,0.0447528510550302,NA,NA,FALSE
AUT,1972,NA,Austria,249.4255473670425,Current USD (m),NA,40.14794062169483,16.09616217965639,NA,NA,FALSE
AUT,1972,NA,Austria,2163.2893839594026,Constant 2021 USD (m),NA,76.53687177165148,3.5379858256211834,NA,NA,FALSE
AZE,1972,NA,Azerbaijan,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
AZE,1972,NA,Azerbaijan,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
BDI,1972,NA,Burundi,3.6,Current USD (m),NA,0.9714285714285711,26.984126984126974,NA,NA,FALSE
BDI,1972,NA,Burundi,19.294945800399603,Constant 2021 USD (m),NA,4.667206184903643,24.188749909870097,NA,NA,FALSE
BEL,1972,NA,Belgium,1026.5880908082745,Current USD (m),NA,197.86653237098778,19.274189340653603,NA,NA,TRUE
BEL,1972,NA,Belgium,6950.003753787656,Constant 2021 USD (m),NA,356.1564821925531,5.124550932773996,NA,NA,TRUE
BEN,1972,NA,Benin,4.90421699176282,Current USD (m),NA,0.6188554960990249,12.618844091492317,NA,NA,FALSE
BEN,1972,NA,Benin,19.170268274514093,Constant 2021 USD (m),NA,1.610626158649545,8.401688153685315,NA,NA,FALSE
BFA,1972,NA,Burkina Faso,4.9478629358642685,Current USD (m),NA,0.6043948436490991,12.215270541715732,NA,NA,FALSE
BFA,1972,NA,Burkina Faso,17.285363759502378,Constant 2021 USD (m),NA,1.1916474801470862,6.893968196023618,NA,NA,FALSE
BGD,1972,NA,Bangladesh,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
BGD,1972,NA,Bangladesh,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
BGR,1972,NA,Bulgaria,NA,Current USD (m),NA,NA,NA,NA,NA,TRUE
BGR,1972,NA,Bulgaria,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,TRUE
BHR,1972,NA,Bahrain,12.539956862548392,Current USD (m),NA,0.9560345043145393,7.62390584587906,NA,NA,FALSE
BHR,1972,NA,Bahrain,75.72642257731394,Constant 2021 USD (m),NA,-3.8532561881944787,-5.088390626482379,NA,NA,FALSE
BIH,1972,NA,Bosnia and Herzegovina,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
BIH,1972,NA,Bosnia and Herzegovina,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
BLR,1972,NA,Belarus,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
BLR,1972,NA,Belarus,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
BLZ,1972,NA,Belize,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
BLZ,1972,NA,Belize,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
BOL,1972,NA,Bolivia,20.700640942165883,Current USD (m),NA,4.836797486280934,23.36544795783925,NA,NA,FALSE
BOL,1972,NA,Bolivia,187.11646728240623,Constant 2021 USD (m),NA,50.63878477663468,27.062708863676814,NA,NA,FALSE
BRA,1972,NA,Brazil,1195.5014875621116,Current USD (m),NA,120.43003464237472,10.073599731603666,NA,NA,FALSE
BRA,1972,NA,Brazil,3936.2676248535854,Constant 2021 USD (m),NA,1329.5964299394004,33.7781003899311,NA,NA,FALSE
BRN,1972,NA,Brunei,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
BRN,1972,NA,Brunei,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
BWA,1972,NA,Botswana,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
BWA,1972,NA,Botswana,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
CAF,1972,NA,Central African Republic,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
CAF,1972,NA,Central African Republic,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
CAN,1972,NA,Canada,2233.737030687935,Current USD (m),NA,156.0773192627871,6.987273663754377,NA,NA,TRUE
CAN,1972,NA,Canada,11400.270978964449,Constant 2021 USD (m),NA,67.37658898824884,0.5910086620973376,NA,NA,TRUE
CHE,1972,NA,Switzerland,601.4269817372522,Current USD (m),NA,90.03929229520656,14.97094327812223,NA,NA,FALSE
CHE,1972,NA,Switzerland,6585.5029345254825,Constant 2021 USD (m),NA,120.99398458456926,1.837277817465394,NA,NA,FALSE
CHL,1972,NA,Chile,745.6611887574873,Current USD (m),NA,94.0713258739462,12.615827039449304,NA,NA,FALSE
CHL,1972,NA,Chile,1212.686672838532,Constant 2021 USD (m),NA,110.34687044690554,9.09937190854229,NA,NA,FALSE
CHN,1972,NA,China,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
CHN,1972,NA,China,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
CIV,1972,NA,Cote d'Ivoire,31.74250480105385,Current USD (m),NA,7.773533723612282,24.48935196618195,NA,NA,FALSE
CIV,1972,NA,Cote d'Ivoire,212.2655153226449,Constant 2021 USD (m),NA,36.60278912906492,17.2438698172091,NA,NA,FALSE
CMR,1972,NA,Cameroon,24.894059390226484,Current USD (m),NA,3.3928028350760613,13.628965778108853,NA,NA,FALSE
CMR,1972,NA,Cameroon,158.7366913924459,Constant 2021 USD (m),NA,-3.178794791628576,-2.0025583018922943,NA,NA,FALSE
COD,1972,NA,"Congo, DR",94.0119760479042,Current USD (m),NA,-7.784431137724567,-8.28025477707008,NA,NA,FALSE
COD,1972,NA,"Congo, DR",149.00839227620355,Constant 2021 USD (m),NA,-37.83743594153134,-25.392822084406806,NA,NA,FALSE
COG,1972,NA,"Congo, Republic",12.744615677623122,Current USD (m),NA,-1.0048577313456324,-7.884566759513605,NA,NA,FALSE
COG,1972,NA,"Congo, Republic",48.96818234905884,Constant 2021 USD (m),NA,-14.324058522400044,-29.25176683156047,NA,NA,FALSE
COL,1972,NA,Colombia,170.58758963851895,Current USD (m),NA,-93.31098500815298,-54.6997499676748,NA,NA,FALSE
COL,1972,NA,Colombia,732.3308638081907,Constant 2021 USD (m),NA,-441.25596536831165,-60.253634958622165,NA,NA,FALSE
CPV,1972,NA,Cape Verde,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
CPV,1972,NA,Cape Verde,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
CRI,1972,NA,Costa Rica,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
CRI,1972,NA,Costa Rica,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
CUB,1972,NA,Cuba,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
CUB,1972,NA,Cuba,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
CYP,1972,NA,Cyprus,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
CYP,1972,NA,Cyprus,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
CZE,1972,NA,Czechia,NA,Current USD (m),NA,NA,NA,NA,NA,TRUE
CZE,1972,NA,Czechia,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,TRUE
DEU,1972,NA,Germany,8478.070553993546,Current USD (m),NA,1648.0929929525137,19.439481925238155,NA,NA,TRUE
DEU,1972,NA,Germany,54029.73731841453,Constant 2021 USD (m),NA,3520.88152153213,6.516562353028757,NA,NA,TRUE
DJI,1972,NA,Djibouti,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
DJI,1972,NA,Djibouti,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
DNK,1972,NA,Denmark,487.2440206121776,Current USD (m),NA,57.01863367864104,11.702274685075114,NA,NA,TRUE
DNK,1972,NA,Denmark,3697.842492619917,Constant 2021 USD (m),NA,-20.377601271762614,-0.5510673132355378,NA,NA,TRUE
DOM,1972,NA,Dominican Republic,39.5,Current USD (m),NA,2.8999999999999986,7.341772151898732,NA,NA,FALSE
DOM,1972,NA,Dominican Republic,165.40439545236504,Constant 2021 USD (m),NA,-1.099129936394121,-0.6645107183446406,NA,NA,FALSE
DZA,1972,NA,Algeria,109.94284132833091,Current USD (m),NA,9.996580254855132,9.092524928477664,NA,NA,FALSE
DZA,1972,NA,Algeria,208.22093989408327,Constant 2021 USD (m),NA,-6.912177610045404,-3.3196361583813108,NA,NA,FALSE
ECU,1972,NA,Ecuador,37.3,Current USD (m),NA,7.599999999999998,20.375335120643427,NA,NA,FALSE
ECU,1972,NA,Ecuador,460.2235187667835,Constant 2021 USD (m),NA,64.88931177936064,14.099521022575782,NA,NA,FALSE
EGY,1972,NA,Egypt,1066.0490405558637,Current USD (m),NA,-200.09981991016184,-18.7702265372168,NA,NA,FALSE
EGY,1972,NA,Egypt,5452.276548266051,Constant 2021 USD (m),NA,-1159.5438747851103,-21.26715078592028,NA,NA,FALSE
ERI,1972,NA,Eritrea,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
ERI,1972,NA,Eritrea,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
ESP,1972,NA,Spain,1256.1645857010087,Current USD (m),NA,355.55023651594956,28.304430849523836,NA,NA,TRUE
ESP,1972,NA,Spain,10858.282228246566,Constant 2021 USD (m),NA,1746.3564185438463,16.08317394809376,NA,NA,TRUE
EST,1972,NA,Estonia,NA,Current USD (m),NA,NA,NA,NA,NA,TRUE
EST,1972,NA,Estonia,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,TRUE
ETH,1972,NA,Ethiopia,41.04347826086957,Current USD (m),NA,4.909240167923173,11.961072443033153,NA,NA,FALSE
ETH,1972,NA,Ethiopia,215.0958473822469,Constant 2021 USD (m),NA,22.28306599767572,10.359598415713009,NA,NA,FALSE
FIN,1972,NA,Finland,220.8319053348113,Current USD (m),NA,43.21680719891725,19.57000150562242,NA,NA,FALSE
FIN,1972,NA,Finland,1423.5858241962414,Constant 2021 USD (m),NA,185.57662032764438,13.035857562884992,NA,NA,FALSE
FJI,1972,NA,Fiji,0.7877031062163106,Current USD (m),NA,0.25208633768542577,32.00270961178621,NA,NA,FALSE
FJI,1972,NA,Fiji,3.5150722598171638,Constant 2021 USD (m),NA,0.4807406226202877,13.676550212520906,NA,NA,FALSE
FRA,1972,NA,France,6326.060061392619,Current USD (m),NA,1034.0693001764257,16.346182144037147,NA,NA,TRUE
FRA,1972,NA,France,37571.79312269034,Constant 2021 USD (m),NA,957.7679690284422,2.5491675787228463,NA,NA,TRUE
GAB,1972,NA,Gabon,6.673861634421572,Current USD (m),NA,1.1755249357478554,17.613864358303243,NA,NA,FALSE
GAB,1972,NA,Gabon,29.00514062698268,Constant 2021 USD (m),NA,1.9865476675643414,6.8489503054376195,NA,NA,FALSE
GBR,1972,NA,United Kingdom,8789.192636736134,Current USD (m),NA,1270.8075085323126,14.458751344471919,NA,NA,TRUE
GBR,1972,NA,United Kingdom,53608.43132371927,Constant 2021 USD (m),NA,3209.8418929807376,5.987569144856753,NA,NA,TRUE
GEO,1972,NA,Georgia,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
GEO,1972,NA,Georgia,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
GHA,1972,NA,Ghana,30.202525756563887,Current USD (m),NA,-10.936806539020523,-36.21156265927076,NA,NA,FALSE
GHA,1972,NA,Ghana,106.31151588419324,Constant 2021 USD (m),NA,-17.38928674003708,-16.356917306098328,NA,NA,FALSE
GIN,1972,NA,Guinea,31.711404230239747,Current USD (m),NA,5.383639814976142,16.97698334608073,NA,NA,FALSE
GIN,1972,NA,Guinea,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
GMB,1972,NA,"Gambia, The",NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
GMB,1972,NA,"Gambia, The",NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
GNB,1972,NA,Guinea-Bissau,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
GNB,1972,NA,Guinea-Bissau,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
GNQ,1972,NA,Equatorial Guinea,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
GNQ,1972,NA,Equatorial Guinea,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
GRC,1972,NA,Greece,573.6921014970128,Current USD (m),NA,57.69445948663349,10.056694058726537,NA,NA,TRUE
GRC,1972,NA,Greece,4107.69419964751,Constant 2021 USD (m),NA,254.57503025466076,6.197516608624527,NA,NA,TRUE
GTM,1972,NA,Guatemala,24,Current USD (m),NA,1.8000000000000007,7.500000000000003,NA,NA,FALSE
GTM,1972,NA,Guatemala,250.4440256356889,Constant 2021 USD (m),NA,17.556146113522402,7.01000795245986,NA,NA,FALSE
GUY,1972,NA,Guyana,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
GUY,1972,NA,Guyana,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
HND,1972,NA,Honduras,15.449922750386248,Current USD (m),NA,4.049922750386248,26.21322330097087,NA,NA,FALSE
HND,1972,NA,Honduras,100.25977664530308,Constant 2021 USD (m),NA,23.609422620061878,23.54824976679012,NA,NA,FALSE
HRV,1972,NA,Croatia,NA,Current USD (m),NA,NA,NA,NA,NA,TRUE
HRV,1972,NA,Croatia,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,TRUE
HTI,1972,NA,Haiti,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
HTI,1972,NA,Haiti,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
HUN,1972,NA,Hungary,231.6322837495476,Current USD (m),NA,5.961288657473858,2.573600087593792,NA,NA,TRUE
HUN,1972,NA,Hungary,2463.926065005526,Constant 2021 USD (m),NA,NA,NA,NA,NA,TRUE
IDN,1972,NA,Indonesia,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
IDN,1972,NA,Indonesia,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
IND,1972,NA,India,2497.244705687164,Current USD (m),NA,241.9877228496075,9.690188642647259,NA,NA,FALSE
IND,1972,NA,India,9445.83662005221,Constant 2021 USD (m),NA,486.7205485993054,5.1527521401975624,NA,NA,FALSE
IRL,1972,NA,Ireland,84.03964664992101,Current USD (m),NA,20.552724476742114,24.455986306507672,NA,NA,FALSE
IRL,1972,NA,Ireland,575.1998018780546,Constant 2021 USD (m),NA,90.86552185185667,15.797210213768578,NA,NA,FALSE
IRN,1972,NA,Iran,371.947194719472,Current USD (m),NA,-30.36303630363028,-8.163265306122424,NA,NA,FALSE
IRN,1972,NA,Iran,666.2347380301401,Constant 2021 USD (m),NA,-100.49397487514682,-15.08386896370458,NA,NA,FALSE
IRQ,1972,NA,Iraq,466.1132880780912,Current USD (m),NA,39.84994791270856,8.54941254239296,NA,NA,FALSE
IRQ,1972,NA,Iraq,0.1671665013239226,Constant 2021 USD (m),NA,-0.005746873169298533,-3.4378138704731738,NA,NA,FALSE
ISL,1972,NA,Iceland,NA,Current USD (m),NA,NA,NA,NA,NA,TRUE
ISL,1972,NA,Iceland,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,TRUE
ISR,1972,NA,Israel,1461.3737499401886,Current USD (m),NA,190.71596265974313,13.05045767159488,NA,NA,FALSE
ISR,1972,NA,Israel,10650.027297719358,Constant 2021 USD (m),NA,146.5192512943504,1.3757640914753961,NA,NA,FALSE
ITA,1972,NA,Italy,3289.362465015753,Current USD (m),NA,641.2830989950712,19.495665370280197,NA,NA,TRUE
ITA,1972,NA,Italy,19459.32377089451,Constant 2021 USD (m),NA,1926.685901368739,9.901093810107117,NA,NA,TRUE
JAM,1972,NA,Jamaica,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
JAM,1972,NA,Jamaica,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
JOR,1972,NA,Jordan,129.3599482560207,Current USD (m),NA,20.719991712003292,16.017316017316002,NA,NA,FALSE
JOR,1972,NA,Jordan,907.449311442872,Constant 2021 USD (m),NA,86.98918773147761,9.586120859264541,NA,NA,FALSE
JPN,1972,NA,Japan,2567.519427915506,Current USD (m),NA,670.9790119213462,26.13335675773618,NA,NA,FALSE
JPN,1972,NA,Japan,20470.693991666976,Constant 2021 USD (m),NA,2133.001883772995,10.419782957242573,NA,NA,FALSE
KAZ,1972,NA,Kazakhstan,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
KAZ,1972,NA,Kazakhstan,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
KEN,1972,NA,Kenya,29.73598810560476,Current USD (m),NA,7.657996936801233,25.753295668549928,NA,NA,FALSE
KEN,1972,NA,Kenya,423.06396926118566,Constant 2021 USD (m),NA,90.63429669618262,21.42330788756629,NA,NA,FALSE
KGZ,1972,NA,Kyrgyz Republic,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
KGZ,1972,NA,Kyrgyz Republic,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
KHM,1972,NA,Cambodia,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
KHM,1972,NA,Cambodia,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
KOR,1972,NA,"Korea, South",531.9500934094183,Current USD (m),NA,71.05024406605656,13.35656200578432,NA,NA,FALSE
KOR,1972,NA,"Korea, South",3178.9403531480184,Constant 2021 USD (m),NA,461.3165454207392,14.511645207935718,NA,NA,FALSE
KSV,1972,NA,Kosovo,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
KSV,1972,NA,Kosovo,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
KWT,1972,NA,Kuwait,90.74354991199245,Current USD (m),NA,17.30870894124844,19.074313224504966,NA,NA,FALSE
KWT,1972,NA,Kuwait,660.8690721096687,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
LAO,1972,NA,Laos,20.254568128297787,Current USD (m),NA,-18.80689020503554,-92.8525855792517,NA,NA,FALSE
LAO,1972,NA,Laos,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
LBN,1972,NA,Lebanon,106.2044369853674,Current USD (m),NA,39.28434143834208,36.98935991135153,NA,NA,FALSE
LBN,1972,NA,Lebanon,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
LBR,1972,NA,Liberia,4.05,Current USD (m),NA,0,0,NA,NA,FALSE
LBR,1972,NA,Liberia,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
LBY,1972,NA,Libya,202.7682271004144,Current USD (m),NA,-40.26764454521347,-19.858951829406795,NA,NA,FALSE
LBY,1972,NA,Libya,399.8041890927612,Constant 2021 USD (m),NA,-117.97878027620942,-29.509140598033202,NA,NA,FALSE
LKA,1972,NA,Sri Lanka,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
LKA,1972,NA,Sri Lanka,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
LSO,1972,NA,Lesotho,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
LSO,1972,NA,Lesotho,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
LTU,1972,NA,Lithuania,NA,Current USD (m),NA,NA,NA,NA,NA,TRUE
LTU,1972,NA,Lithuania,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,TRUE
LUX,1972,NA,Luxembourg,10.598709585043846,Current USD (m),NA,2.4251984638825714,22.88201638532337,NA,NA,TRUE
LUX,1972,NA,Luxembourg,66.89529988021229,Constant 2021 USD (m),NA,6.6176324328522185,9.892522261955989,NA,NA,TRUE
LVA,1972,NA,Latvia,NA,Current USD (m),NA,NA,NA,NA,NA,TRUE
LVA,1972,NA,Latvia,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,TRUE
MAR,1972,NA,Morocco,140.4469916036651,Current USD (m),NA,29.158981401604095,20.761556419726944,NA,NA,FALSE
MAR,1972,NA,Morocco,610.9991741484205,Constant 2021 USD (m),NA,58.61290564182684,9.592959879777009,NA,NA,FALSE
MDA,1972,NA,Moldova,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
MDA,1972,NA,Moldova,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
MDG,1972,NA,Madagascar,16.129256248846847,Current USD (m),NA,3.373578889903529,20.915898649354776,NA,NA,FALSE
MDG,1972,NA,Madagascar,58.75785509052079,Constant 2021 USD (m),NA,4.787953045209456,8.148617810900793,NA,NA,FALSE
MEX,1972,NA,Mexico,242.4,Current USD (m),NA,51.20000000000002,21.12211221122113,NA,NA,FALSE
MEX,1972,NA,Mexico,1238.4801237318552,Constant 2021 USD (m),NA,212.7493935125226,17.17826466778123,NA,NA,FALSE
MKD,1972,NA,North Macedonia,NA,Current USD (m),NA,NA,NA,NA,NA,TRUE
MKD,1972,NA,North Macedonia,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,TRUE
MLI,1972,NA,Mali,8.332407510276637,Current USD (m),NA,2.0089716714135895,24.110338685858288,NA,NA,FALSE
MLI,1972,NA,Mali,34.36355200465146,Constant 2021 USD (m),NA,6.235963817963938,18.14702920443101,NA,NA,FALSE
MLT,1972,NA,Malta,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
MLT,1972,NA,Malta,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
MMR,1972,NA,Myanmar,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
MMR,1972,NA,Myanmar,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
MNE,1972,NA,Montenegro,NA,Current USD (m),NA,NA,NA,NA,NA,TRUE
MNE,1972,NA,Montenegro,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,TRUE
MNG,1972,NA,Mongolia,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
MNG,1972,NA,Mongolia,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
MOZ,1972,NA,Mozambique,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
MOZ,1972,NA,Mozambique,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
MRT,1972,NA,Mauritania,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
MRT,1972,NA,Mauritania,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
MUS,1972,NA,Mauritius,0.5432206993310893,Current USD (m),NA,0.0692663156176202,12.751044962556344,NA,NA,FALSE
MUS,1972,NA,Mauritius,2.67530533000418,Constant 2021 USD (m),NA,0.14733141901232338,5.507088008234678,NA,NA,FALSE
MWI,1972,NA,Malawi,2.697870896429204,Current USD (m),NA,0.354009946657031,13.121826812601917,NA,NA,FALSE
MWI,1972,NA,Malawi,9.10175160003026,Constant 2021 USD (m),NA,0.6041126532639307,6.637323010022842,NA,NA,FALSE
MYS,1972,NA,Malaysia,251.10300898012457,Current USD (m),NA,23.07525249804246,9.189556346522682,NA,NA,FALSE
MYS,1972,NA,Malaysia,858.734795039417,Constant 2021 USD (m),NA,-12.72413658747439,-1.4817306415178317,NA,NA,FALSE
NAM,1972,NA,Namibia,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
NAM,1972,NA,Namibia,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
NER,1972,NA,Niger,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
NER,1972,NA,Niger,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
NGA,1972,NA,Nigeria,904.0956383617446,Current USD (m),NA,264.8360964626795,29.29292933461912,NA,NA,FALSE
NGA,1972,NA,Nigeria,4434.786415492014,Constant 2021 USD (m),NA,919.6433492085016,20.73703811294985,NA,NA,FALSE
NIC,1972,NA,Nicaragua,10.967466418200171,Current USD (m),NA,2.5234878484354386,23.008849557522133,NA,NA,FALSE
NIC,1972,NA,Nicaragua,0.07881614195066555,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
NLD,1972,NA,Netherlands,1522.2361834922858,Current USD (m),NA,272.8470934034374,17.92409721712676,NA,NA,TRUE
NLD,1972,NA,Netherlands,10912.295394847131,Constant 2021 USD (m),NA,332.88474599319125,3.050547423325636,NA,NA,TRUE
NOR,1972,NA,Norway,491.6328311767161,Current USD (m),NA,63.33938639071397,12.88347367670952,NA,NA,TRUE
NOR,1972,NA,Norway,2994.43591662243,Constant 2021 USD (m),NA,-1.094357307871178,-0.036546359259060614,NA,NA,TRUE
NPL,1972,NA,Nepal,6.503703703703703,Current USD (m),NA,0.6123456790123445,9.415337889141972,NA,NA,FALSE
NPL,1972,NA,Nepal,25.220735014291584,Constant 2021 USD (m),NA,0.4579116923255313,1.8156159686307756,NA,NA,FALSE
NZL,1972,NA,New Zealand,206.17201319500884,Current USD (m),NA,25.33084341098484,12.286266704407417,NA,NA,FALSE
NZL,1972,NA,New Zealand,1725.6545370947083,Constant 2021 USD (m),NA,24.59935629736333,1.4255087428320685,NA,NA,FALSE
OMN,1972,NA,Oman,54.52441938333337,Current USD (m),NA,25.459340083206033,46.69346390323647,NA,NA,FALSE
OMN,1972,NA,Oman,604.3204587791265,Constant 2021 USD (m),NA,245.14972187633902,40.56617946901893,NA,NA,FALSE
PAK,1972,NA,Pakistan,478.2073817757084,Current USD (m),NA,-261.203357635031,-54.621356254500924,NA,NA,FALSE
PAK,1972,NA,Pakistan,1743.1332398483366,Constant 2021 USD (m),NA,188.11185886093904,10.791593812834751,NA,NA,FALSE
PAN,1972,NA,Panama,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
PAN,1972,NA,Panama,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
PER,1972,NA,Peru,276.48578811369504,Current USD (m),NA,29.19896640826869,10.560747663551387,NA,NA,FALSE
PER,1972,NA,Peru,3394.896923565032,Constant 2021 USD (m),NA,139.309913097753,4.103509362265455,NA,NA,FALSE
PHL,1972,NA,Philippines,196.25938599277288,Current USD (m),NA,34.949252295824465,17.807684518645875,NA,NA,FALSE
PHL,1972,NA,Philippines,1469.4643440922428,Constant 2021 USD (m),NA,210.1930164431178,14.30405693667674,NA,NA,FALSE
PNG,1972,NA,Papua New Guinea,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
PNG,1972,NA,Papua New Guinea,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
POL,1972,NA,Poland,10054.347826086956,Current USD (m),NA,602.2849390468145,5.990293447816967,NA,NA,TRUE
