year,iso3c,neighbors
1986,NZL,
1986,SLB,PNG
1986,FJI,
1987,USA,"CAN, MEX"
1987,CAN,USA
1987,BHS,
1987,CUB,
1987,HTI,DOM
1987,DOM,HTI
1987,JAM,
1987,TTO,VEN
1987,BRB,
1987,MEX,"USA, BLZ, GTM"
1987,BLZ,"MEX, GTM"
1987,GTM,"MEX, BLZ, HND, SLV"
1987,HND,"GTM, SLV, NIC"
1987,SLV,"GTM, HND, NIC"
1987,NIC,"HND, SLV, CRI"
1987,CRI,"NIC, PAN"
1987,PAN,"CRI, COL"
1987,COL,"PAN, VEN, ECU, PER, BRA"
1987,VEN,"TTO, COL, GUY, BRA"
1987,GUY,"VEN, SUR, BRA"
1987,SUR,"GUY, BRA"
1987,ECU,"COL, PER"
1987,PER,"COL, ECU, BRA, BOL, CHL"
1987,BRA,"COL, VEN, GUY, SUR, PER, BOL, PRY, ARG, URY"
1987,BOL,"PER, BRA, PRY, CHL, ARG"
1987,PRY,"BRA, BOL, ARG"
1987,CHL,"PER, BOL, ARG"
1987,ARG,"BRA, BOL, PRY, CHL, URY"
1987,URY,"BRA, ARG"
1987,GBR,IRL
1987,IRL,GBR
1987,NLD,"BEL, DEU"
1987,BEL,"NLD, LUX, FRA, DEU"
1987,LUX,"BEL, FRA, DEU"
1987,FRA,"BEL, LUX, CHE, ESP, DEU, ITA"
1987,CHE,"FRA, DEU, AUT, ITA"
1987,ESP,"FRA, PRT, MAR"
1987,PRT,ESP
1987,DEU,"NLD, BEL, LUX, FRA, CHE, AUT, DNK"
1987,POL,RUS
1987,AUT,"CHE, DEU, HUN, ITA"
1987,HUN,"AUT, ROU, RUS"
1987,ITA,"FRA, CHE, AUT"
1987,MLT,
1987,ALB,GRC
1987,GRC,"ALB, BGR, TUR"
1987,CYP,
1987,BGR,"GRC, ROU, TUR"
1987,ROU,"HUN, BGR, RUS"
1987,RUS,"POL, HUN, ROU, FIN, NOR, IRN, TUR, AFG, CHN, MNG, PRK, PAK"
1987,FIN,"RUS, SWE, NOR"
1987,SWE,"FIN, NOR, DNK"
1987,NOR,"RUS, FIN, SWE"
1987,DNK,"DEU, SWE"
1987,ISL,
1987,CPV,
1987,GNB,"SEN, GIN"
1987,GNQ,"CMR, GAB"
1987,GMB,SEN
1987,MLI,"SEN, MRT, NER, CIV, GIN, BFA, DZA"
1987,SEN,"GNB, GMB, MLI, MRT, GIN"
1987,BEN,"NER, BFA, GHA, TGO, NGA"
1987,MRT,"MLI, SEN, MAR, DZA"
1987,NER,"MLI, BEN, BFA, NGA, TCD, DZA, LBY"
1987,CIV,"MLI, GIN, BFA, LBR, GHA"
1987,GIN,"GNB, MLI, SEN, CIV, LBR, SLE"
1987,BFA,"MLI, BEN, NER, CIV, GHA, TGO"
1987,LBR,"CIV, GIN, SLE"
1987,SLE,"GIN, LBR"
1987,GHA,"BEN, CIV, BFA, TGO"
1987,TGO,"BEN, BFA, GHA"
1987,CMR,"GNQ, NGA, GAB, CAF, TCD, COG"
1987,NGA,"BEN, NER, CMR, TCD"
1987,GAB,"GNQ, CMR, COG"
1987,CAF,"CMR, TCD, COG, COD, SDN"
1987,TCD,"NER, CMR, NGA, CAF, LBY, SDN"
1987,COG,"CMR, GAB, CAF, COD, AGO"
1987,COD,"CAF, COG, UGA, TZA, BDI, RWA, AGO, ZMB, SDN"
1987,UGA,"COD, KEN, TZA, RWA, SDN"
1987,KEN,"UGA, TZA, SOM, ETH, SDN"
1987,TZA,"COD, UGA, KEN, BDI, RWA, MOZ, ZMB, MWI"
1987,BDI,"COD, TZA, RWA"
1987,RWA,"COD, UGA, TZA, BDI"
1987,SOM,"KEN, DJI, ETH"
1987,DJI,"SOM, ETH"
1987,ETH,"KEN, SOM, DJI, SDN"
1987,AGO,"COG, COD, ZMB, BWA"
1987,MOZ,"TZA, ZMB, ZWE, MWI, ZAF, SWZ"
1987,ZMB,"COD, TZA, AGO, MOZ, ZWE, MWI, BWA"
1987,ZWE,"MOZ, ZMB, ZAF, BWA"
1987,MWI,"TZA, MOZ, ZMB"
1987,ZAF,"MOZ, ZWE, LSO, BWA, SWZ"
1987,LSO,ZAF
1987,BWA,"AGO, ZMB, ZWE, ZAF"
1987,SWZ,"MOZ, ZAF"
1987,MDG,
1987,COM,
1987,MUS,
1987,MAR,"ESP, MRT, DZA"
1987,DZA,"MLI, MRT, NER, MAR, TUN, LBY"
1987,TUN,"DZA, LBY"
1987,LBY,"NER, TCD, DZA, TUN, SDN, EGY"
1987,SDN,"CAF, TCD, COD, UGA, KEN, ETH, LBY, EGY"
1987,IRN,"RUS, TUR, IRQ, KWT, AFG, PAK"
1987,TUR,"GRC, BGR, RUS, IRN, IRQ, SYR"
1987,IRQ,"IRN, TUR, SYR, JOR, SAU, KWT"
1987,EGY,"LBY, SDN, JOR, ISR, SAU"
1987,SYR,"TUR, IRQ, LBN, JOR, ISR"
1987,LBN,"SYR, ISR"
1987,JOR,"IRQ, EGY, SYR, ISR, SAU"
1987,ISR,"EGY, SYR, LBN, JOR, SAU"
1987,SAU,"IRQ, EGY, JOR, ISR, KWT, BHR, QAT, ARE, OMN"
1987,KWT,"IRN, IRQ, SAU"
1987,BHR,"SAU, QAT"
1987,QAT,"SAU, BHR, ARE"
1987,ARE,"SAU, QAT, OMN"
1987,OMN,"SAU, ARE"
1987,AFG,"RUS, IRN, CHN, PAK"
1987,CHN,"RUS, AFG, MNG, PRK, IND, BTN, PAK, MMR, NPL, LAO"
1987,MNG,"RUS, CHN"
1987,TWN,
1987,PRK,"RUS, CHN, KOR"
1987,KOR,PRK
1987,JPN,
1987,IND,"CHN, BTN, PAK, BGD, MMR, LKA, NPL"
1987,BTN,"CHN, IND"
1987,PAK,"RUS, IRN, AFG, CHN, IND"
1987,BGD,"IND, MMR, NPL"
1987,MMR,"CHN, IND, BGD, THA, LAO"
1987,LKA,IND
1987,MDV,
1987,NPL,"CHN, IND, BGD"
1987,THA,"MMR, KHM, LAO, MYS"
1987,KHM,"THA, LAO"
1987,LAO,"CHN, MMR, THA, KHM"
1987,MYS,"THA, SGP, BRN, IDN"
1987,SGP,"MYS, IDN"
1987,BRN,"MYS, IDN"
1987,PHL,
1987,IDN,"MYS, SGP, BRN, PNG"
1987,AUS,
1987,PNG,"IDN, SLB"
1987,NZL,
1987,SLB,PNG
1987,FJI,
1988,USA,"CAN, MEX"
1988,CAN,USA
1988,BHS,
1988,CUB,
1988,HTI,DOM
1988,DOM,HTI
1988,JAM,
1988,TTO,VEN
1988,BRB,
1988,MEX,"USA, BLZ, GTM"
1988,BLZ,"MEX, GTM"
1988,GTM,"MEX, BLZ, HND, SLV"
1988,HND,"GTM, SLV, NIC"
1988,SLV,"GTM, HND, NIC"
1988,NIC,"HND, SLV, CRI"
1988,CRI,"NIC, PAN"
1988,PAN,"CRI, COL"
1988,COL,"PAN, VEN, ECU, PER, BRA"
1988,VEN,"TTO, COL, GUY, BRA"
1988,GUY,"VEN, SUR, BRA"
1988,SUR,"GUY, BRA"
1988,ECU,"COL, PER"
1988,PER,"COL, ECU, BRA, BOL, CHL"
1988,BRA,"COL, VEN, GUY, SUR, PER, BOL, PRY, ARG, URY"
1988,BOL,"PER, BRA, PRY, CHL, ARG"
1988,PRY,"BRA, BOL, ARG"
1988,CHL,"PER, BOL, ARG"
1988,ARG,"BRA, BOL, PRY, CHL, URY"
1988,URY,"BRA, ARG"
1988,GBR,IRL
1988,IRL,GBR
1988,NLD,"BEL, DEU"
1988,BEL,"NLD, LUX, FRA, DEU"
1988,LUX,"BEL, FRA, DEU"
1988,FRA,"BEL, LUX, CHE, ESP, DEU, ITA"
1988,CHE,"FRA, DEU, AUT, ITA"
1988,ESP,"FRA, PRT, MAR"
1988,PRT,ESP
1988,DEU,"NLD, BEL, LUX, FRA, CHE, AUT, DNK"
1988,POL,RUS
1988,AUT,"CHE, DEU, HUN, ITA"
1988,HUN,"AUT, ROU, RUS"
1988,ITA,"FRA, CHE, AUT"
1988,MLT,
1988,ALB,GRC
1988,GRC,"ALB, BGR, TUR"
1988,CYP,
1988,BGR,"GRC, ROU, TUR"
1988,ROU,"HUN, BGR, RUS"
1988,RUS,"POL, HUN, ROU, FIN, NOR, IRN, TUR, AFG, CHN, MNG, PRK, PAK"
1988,FIN,"RUS, SWE, NOR"
1988,SWE,"FIN, NOR, DNK"
1988,NOR,"RUS, FIN, SWE"
1988,DNK,"DEU, SWE"
1988,ISL,
1988,CPV,
1988,GNB,"SEN, GIN"
1988,GNQ,"CMR, GAB"
1988,GMB,SEN
1988,MLI,"SEN, MRT, NER, CIV, GIN, BFA, DZA"
1988,SEN,"GNB, GMB, MLI, MRT, GIN"
1988,BEN,"NER, BFA, GHA, TGO, NGA"
1988,MRT,"MLI, SEN, MAR, DZA"
1988,NER,"MLI, BEN, BFA, NGA, TCD, DZA, LBY"
1988,CIV,"MLI, GIN, BFA, LBR, GHA"
1988,GIN,"GNB, MLI, SEN, CIV, LBR, SLE"
1988,BFA,"MLI, BEN, NER, CIV, GHA, TGO"
1988,LBR,"CIV, GIN, SLE"
1988,SLE,"GIN, LBR"
1988,GHA,"BEN, CIV, BFA, TGO"
1988,TGO,"BEN, BFA, GHA"
1988,CMR,"GNQ, NGA, GAB, CAF, TCD, COG"
1988,NGA,"BEN, NER, CMR, TCD"
1988,GAB,"GNQ, CMR, COG"
1988,CAF,"CMR, TCD, COG, COD, SDN"
1988,TCD,"NER, CMR, NGA, CAF, LBY, SDN"
1988,COG,"CMR, GAB, CAF, COD, AGO"
1988,COD,"CAF, COG, UGA, TZA, BDI, RWA, AGO, ZMB, SDN"
1988,UGA,"COD, KEN, TZA, RWA, SDN"
1988,KEN,"UGA, TZA, SOM, ETH, SDN"
1988,TZA,"COD, UGA, KEN, BDI, RWA, MOZ, ZMB, MWI"
1988,BDI,"COD, TZA, RWA"
1988,RWA,"COD, UGA, TZA, BDI"
1988,SOM,"KEN, DJI, ETH"
1988,DJI,"SOM, ETH"
1988,ETH,"KEN, SOM, DJI, SDN"
1988,AGO,"COG, COD, ZMB, BWA"
1988,MOZ,"TZA, ZMB, ZWE, MWI, ZAF, SWZ"
1988,ZMB,"COD, TZA, AGO, MOZ, ZWE, MWI, BWA"
1988,ZWE,"MOZ, ZMB, ZAF, BWA"
1988,MWI,"TZA, MOZ, ZMB"
1988,ZAF,"MOZ, ZWE, LSO, BWA, SWZ"
1988,LSO,ZAF
1988,BWA,"AGO, ZMB, ZWE, ZAF"
1988,SWZ,"MOZ, ZAF"
1988,MDG,
1988,COM,
1988,MUS,
1988,MAR,"ESP, MRT, DZA"
1988,DZA,"MLI, MRT, NER, MAR, TUN, LBY"
1988,TUN,"DZA, LBY"
1988,LBY,"NER, TCD, DZA, TUN, SDN, EGY"
1988,SDN,"CAF, TCD, COD, UGA, KEN, ETH, LBY, EGY"
1988,IRN,"RUS, TUR, IRQ, KWT, AFG, PAK"
1988,TUR,"GRC, BGR, RUS, IRN, IRQ, SYR"
1988,IRQ,"IRN, TUR, SYR, JOR, SAU, KWT"
1988,EGY,"LBY, SDN, JOR, ISR, SAU"
1988,SYR,"TUR, IRQ, LBN, JOR, ISR"
1988,LBN,"SYR, ISR"
1988,JOR,"IRQ, EGY, SYR, ISR, SAU"
1988,ISR,"EGY, SYR, LBN, JOR, SAU"
1988,SAU,"IRQ, EGY, JOR, ISR, KWT, BHR, QAT, ARE, OMN"
1988,KWT,"IRN, IRQ, SAU"
1988,BHR,"SAU, QAT"
1988,QAT,"SAU, BHR, ARE"
1988,ARE,"SAU, QAT, OMN"
1988,OMN,"SAU, ARE"
1988,AFG,"RUS, IRN, CHN, PAK"
1988,CHN,"RUS, AFG, MNG, PRK, IND, BTN, PAK, MMR, NPL, LAO"
1988,MNG,"RUS, CHN"
1988,TWN,
1988,PRK,"RUS, CHN, KOR"
1988,KOR,PRK
1988,JPN,
1988,IND,"CHN, BTN, PAK, BGD, MMR, LKA, NPL"
1988,BTN,"CHN, IND"
1988,PAK,"RUS, IRN, AFG, CHN, IND"
1988,BGD,"IND, MMR, NPL"
1988,MMR,"CHN, IND, BGD, THA, LAO"
1988,LKA,IND
1988,MDV,
1988,NPL,"CHN, IND, BGD"
1988,THA,"MMR, KHM, LAO, MYS"
1988,KHM,"THA, LAO"
1988,LAO,"CHN, MMR, THA, KHM"
1988,MYS,"THA, SGP, BRN, IDN"
1988,SGP,"MYS, IDN"
1988,BRN,"MYS, IDN"
1988,PHL,
1988,IDN,"MYS, SGP, BRN, PNG"
1988,AUS,
1988,PNG,"IDN, SLB"
1988,NZL,
1988,SLB,PNG
1988,FJI,
1989,USA,"CAN, MEX"
1989,CAN,USA
1989,BHS,
1989,CUB,
1989,HTI,DOM
1989,DOM,HTI
1989,JAM,
1989,TTO,VEN
1989,BRB,
1989,MEX,"USA, BLZ, GTM"
1989,BLZ,"MEX, GTM"
1989,GTM,"MEX, BLZ, HND, SLV"
1989,HND,"GTM, SLV, NIC"
1989,SLV,"GTM, HND, NIC"
1989,NIC,"HND, SLV, CRI"
1989,CRI,"NIC, PAN"
1989,PAN,"CRI, COL"
1989,COL,"PAN, VEN, ECU, PER, BRA"
1989,VEN,"TTO, COL, GUY, BRA"
1989,GUY,"VEN, SUR, BRA"
1989,SUR,"GUY, BRA"
1989,ECU,"COL, PER"
1989,PER,"COL, ECU, BRA, BOL, CHL"
1989,BRA,"COL, VEN, GUY, SUR, PER, BOL, PRY, ARG, URY"
1989,BOL,"PER, BRA, PRY, CHL, ARG"
1989,PRY,"BRA, BOL, ARG"
1989,CHL,"PER, BOL, ARG"
1989,ARG,"BRA, BOL, PRY, CHL, URY"
1989,URY,"BRA, ARG"
1989,GBR,IRL
1989,IRL,GBR
1989,NLD,"BEL, DEU"
1989,BEL,"NLD, LUX, FRA, DEU"
1989,LUX,"BEL, FRA, DEU"
1989,FRA,"BEL, LUX, CHE, ESP, DEU, ITA"
1989,CHE,"FRA, DEU, AUT, ITA"
1989,ESP,"FRA, PRT, MAR"
1989,PRT,ESP
1989,DEU,"NLD, BEL, LUX, FRA, CHE, AUT, DNK"
1989,POL,RUS
1989,AUT,"CHE, DEU, HUN, ITA"
1989,HUN,"AUT, ROU, RUS"
1989,ITA,"FRA, CHE, AUT"
1989,MLT,
1989,ALB,GRC
1989,GRC,"ALB, BGR, TUR"
1989,CYP,
1989,BGR,"GRC, ROU, TUR"
1989,ROU,"HUN, BGR, RUS"
1989,RUS,"POL, HUN, ROU, FIN, NOR, IRN, TUR, AFG, CHN, MNG, PRK, PAK"
1989,FIN,"RUS, SWE, NOR"
1989,SWE,"FIN, NOR, DNK"
1989,NOR,"RUS, FIN, SWE"
1989,DNK,"DEU, SWE"
1989,ISL,
1989,CPV,
1989,GNB,"SEN, GIN"
1989,GNQ,"CMR, GAB"
1989,GMB,SEN
1989,MLI,"SEN, MRT, NER, CIV, GIN, BFA, DZA"
1989,SEN,"GNB, GMB, MLI, MRT, GIN"
1989,BEN,"NER, BFA, GHA, TGO, NGA"
1989,MRT,"MLI, SEN, MAR, DZA"
1989,NER,"MLI, BEN, BFA, NGA, TCD, DZA, LBY"
1989,CIV,"MLI, GIN, BFA, LBR, GHA"
1989,GIN,"GNB, MLI, SEN, CIV, LBR, SLE"
1989,BFA,"MLI, BEN, NER, CIV, GHA, TGO"
1989,LBR,"CIV, GIN, SLE"
1989,SLE,"GIN, LBR"
1989,GHA,"BEN, CIV, BFA, TGO"
1989,TGO,"BEN, BFA, GHA"
1989,CMR,"GNQ, NGA, GAB, CAF, TCD, COG"
1989,NGA,"BEN, NER, CMR, TCD"
1989,GAB,"GNQ, CMR, COG"
1989,CAF,"CMR, TCD, COG, COD, SDN"
1989,TCD,"NER, CMR, NGA, CAF, LBY, SDN"
1989,COG,"CMR, GAB, CAF, COD, AGO"
1989,COD,"CAF, COG, UGA, TZA, BDI, RWA, AGO, ZMB, SDN"
1989,UGA,"COD, KEN, TZA, RWA, SDN"
1989,KEN,"UGA, TZA, SOM, ETH, SDN"
1989,TZA,"COD, UGA, KEN, BDI, RWA, MOZ, ZMB, MWI"
1989,BDI,"COD, TZA, RWA"
1989,RWA,"COD, UGA, TZA, BDI"
1989,SOM,"KEN, DJI, ETH"
1989,DJI,"SOM, ETH"
1989,ETH,"KEN, SOM, DJI, SDN"
1989,AGO,"COG, COD, ZMB, BWA"
1989,MOZ,"TZA, ZMB, ZWE, MWI, ZAF, SWZ"
1989,ZMB,"COD, TZA, AGO, MOZ, ZWE, MWI, BWA"
1989,ZWE,"MOZ, ZMB, ZAF, BWA"
1989,MWI,"TZA, MOZ, ZMB"
1989,ZAF,"MOZ, ZWE, LSO, BWA, SWZ"
1989,LSO,ZAF
1989,BWA,"AGO, ZMB, ZWE, ZAF"
1989,SWZ,"MOZ, ZAF"
1989,MDG,
1989,COM,
1989,MUS,
1989,MAR,"ESP, MRT, DZA"
1989,DZA,"MLI, MRT, NER, MAR, TUN, LBY"
1989,TUN,"DZA, LBY"
1989,LBY,"NER, TCD, DZA, TUN, SDN, EGY"
1989,SDN,"CAF, TCD, COD, UGA, KEN, ETH, LBY, EGY"
1989,IRN,"RUS, TUR, IRQ, KWT, AFG, PAK"
1989,TUR,"GRC, BGR, RUS, IRN, IRQ, SYR"
1989,IRQ,"IRN, TUR, SYR, JOR, SAU, KWT"
1989,EGY,"LBY, SDN, JOR, ISR, SAU"
1989,SYR,"TUR, IRQ, LBN, JOR, ISR"
1989,LBN,"SYR, ISR"
1989,JOR,"IRQ, EGY, SYR, ISR, SAU"
1989,ISR,"EGY, SYR, LBN, JOR, SAU"
1989,SAU,"IRQ, EGY, JOR, ISR, KWT, BHR, QAT, ARE, OMN"
1989,KWT,"IRN, IRQ, SAU"
1989,BHR,"SAU, QAT"
1989,QAT,"SAU, BHR, ARE"
1989,ARE,"SAU, QAT, OMN"
1989,OMN,"SAU, ARE"
1989,AFG,"RUS, IRN, CHN, PAK"
1989,CHN,"RUS, AFG, MNG, PRK, IND, BTN, PAK, MMR, NPL, LAO"
1989,MNG,"RUS, CHN"
1989,TWN,
1989,PRK,"RUS, CHN, KOR"
1989,KOR,PRK
1989,JPN,
1989,IND,"CHN, BTN, PAK, BGD, MMR, LKA, NPL"
1989,BTN,"CHN, IND"
1989,PAK,"RUS, IRN, AFG, CHN, IND"
1989,BGD,"IND, MMR, NPL"
1989,MMR,"CHN, IND, BGD, THA, LAO"
1989,LKA,IND
1989,MDV,
1989,NPL,"CHN, IND, BGD"
1989,THA,"MMR, KHM, LAO, MYS"
1989,KHM,"THA, LAO"
1989,LAO,"CHN, MMR, THA, KHM"
1989,MYS,"THA, SGP, BRN, IDN"
1989,SGP,"MYS, IDN"
1989,BRN,"MYS, IDN"
1989,PHL,
1989,IDN,"MYS, SGP, BRN, PNG"
1989,AUS,
1989,PNG,"IDN, SLB"
1989,NZL,
1989,SLB,PNG
1989,FJI,
1990,USA,"CAN, MEX"
1990,CAN,USA
1990,BHS,
1990,CUB,
1990,HTI,DOM
1990,DOM,HTI
1990,JAM,
1990,TTO,VEN
1990,BRB,
1990,MEX,"USA, BLZ, GTM"
1990,BLZ,"MEX, GTM"
1990,GTM,"MEX, BLZ, HND, SLV"
1990,HND,"GTM, SLV, NIC"
1990,SLV,"GTM, HND, NIC"
1990,NIC,"HND, SLV, CRI"
1990,CRI,"NIC, PAN"
1990,PAN,"CRI, COL"
1990,COL,"PAN, VEN, ECU, PER, BRA"
1990,VEN,"TTO, COL, GUY, BRA"
1990,GUY,"VEN, SUR, BRA"
1990,SUR,"GUY, BRA"
1990,ECU,"COL, PER"
1990,PER,"COL, ECU, BRA, BOL, CHL"
1990,BRA,"COL, VEN, GUY, SUR, PER, BOL, PRY, ARG, URY"
1990,BOL,"PER, BRA, PRY, CHL, ARG"
1990,PRY,"BRA, BOL, ARG"
1990,CHL,"PER, BOL, ARG"
1990,ARG,"BRA, BOL, PRY, CHL, URY"
1990,URY,"BRA, ARG"
1990,GBR,IRL
1990,IRL,GBR
1990,NLD,"BEL, DEU"
1990,BEL,"NLD, LUX, FRA, DEU"
1990,LUX,"BEL, FRA, DEU"
1990,FRA,"BEL, LUX, CHE, ESP, DEU, ITA"
1990,CHE,"FRA, DEU, AUT, ITA"
1990,ESP,"FRA, PRT, MAR"
1990,PRT,ESP
1990,DEU,"NLD, BEL, LUX, FRA, CHE, AUT, DNK"
1990,POL,RUS
1990,AUT,"CHE, DEU, HUN, ITA"
1990,HUN,"AUT, ROU, RUS"
1990,ITA,"FRA, CHE, AUT"
1990,MLT,
1990,ALB,GRC
1990,GRC,"ALB, BGR, TUR"
1990,CYP,
1990,BGR,"GRC, ROU, TUR"
1990,ROU,"HUN, BGR, RUS"
1990,RUS,"POL, HUN, ROU, FIN, NOR, IRN, TUR, AFG, CHN, MNG, PRK, PAK"
1990,FIN,"RUS, SWE, NOR"
1990,SWE,"FIN, NOR, DNK"
1990,NOR,"RUS, FIN, SWE"
1990,DNK,"DEU, SWE"
1990,ISL,
1990,CPV,
1990,GNB,"SEN, GIN"
1990,GNQ,"CMR, GAB"
1990,GMB,SEN
1990,MLI,"SEN, MRT, NER, CIV, GIN, BFA, DZA"
1990,SEN,"GNB, GMB, MLI, MRT, GIN"
1990,BEN,"NER, BFA, GHA, TGO, NGA"
1990,MRT,"MLI, SEN, MAR, DZA"
1990,NER,"MLI, BEN, BFA, NGA, TCD, DZA, LBY"
1990,CIV,"MLI, GIN, BFA, LBR, GHA"
1990,GIN,"GNB, MLI, SEN, CIV, LBR, SLE"
1990,BFA,"MLI, BEN, NER, CIV, GHA, TGO"
1990,LBR,"CIV, GIN, SLE"
1990,SLE,"GIN, LBR"
1990,GHA,"BEN, CIV, BFA, TGO"
1990,TGO,"BEN, BFA, GHA"
1990,CMR,"GNQ, NGA, GAB, CAF, TCD, COG"
1990,NGA,"BEN, NER, CMR, TCD"
1990,GAB,"GNQ, CMR, COG"
1990,CAF,"CMR, TCD, COG, COD, SDN"
1990,TCD,"NER, CMR, NGA, CAF, LBY, SDN"
1990,COG,"CMR, GAB, CAF, COD, AGO"
1990,COD,"CAF, COG, UGA, TZA, BDI, RWA, AGO, ZMB, SDN"
1990,UGA,"COD, KEN, TZA, RWA, SDN"
1990,KEN,"UGA, TZA, SOM, ETH, SDN"
1990,TZA,"COD, UGA, KEN, BDI, RWA, MOZ, ZMB, MWI"
1990,BDI,"COD, TZA, RWA"
1990,RWA,"COD, UGA, TZA, BDI"
1990,SOM,"KEN, DJI, ETH"
1990,DJI,"SOM, ETH"
1990,ETH,"KEN, SOM, DJI, SDN"
1990,AGO,"COG, COD, ZMB, BWA"
1990,MOZ,"TZA, ZMB, ZWE, MWI, ZAF, SWZ"
1990,ZMB,"COD, TZA, AGO, MOZ, ZWE, MWI, BWA"
1990,ZWE,"MOZ, ZMB, ZAF, BWA"
1990,MWI,"TZA, MOZ, ZMB"
1990,ZAF,"MOZ, ZWE, LSO, BWA, SWZ"
1990,LSO,ZAF
1990,BWA,"AGO, ZMB, ZWE, ZAF"
1990,SWZ,"MOZ, ZAF"
1990,MDG,
1990,COM,
1990,MUS,
1990,MAR,"ESP, MRT, DZA"
1990,DZA,"MLI, MRT, NER, MAR, TUN, LBY"
1990,TUN,"DZA, LBY"
1990,LBY,"NER, TCD, DZA, TUN, SDN, EGY"
1990,SDN,"CAF, TCD, COD, UGA, KEN, ETH, LBY, EGY"
1990,IRN,"RUS, TUR, IRQ, KWT, AFG, PAK"
1990,TUR,"GRC, BGR, RUS, IRN, IRQ, SYR"
1990,IRQ,"IRN, TUR, SYR, JOR, SAU, KWT"
1990,EGY,"LBY, SDN, JOR, ISR, SAU"
1990,SYR,"TUR, IRQ, LBN, JOR, ISR"
1990,LBN,"SYR, ISR"
1990,JOR,"IRQ, EGY, SYR, ISR, SAU"
1990,ISR,"EGY, SYR, LBN, JOR, SAU"
1990,SAU,"IRQ, EGY, JOR, ISR, KWT, BHR, QAT, ARE, OMN"
1990,KWT,"IRN, IRQ, SAU"
1990,BHR,"SAU, QAT"
1990,QAT,"SAU, BHR, ARE"
1990,ARE,"SAU, QAT, OMN"
1990,OMN,"SAU, ARE"
1990,AFG,"RUS, IRN, CHN, PAK"
1990,CHN,"RUS, AFG, MNG, PRK, IND, BTN, PAK, MMR, NPL, LAO"
1990,MNG,"RUS, CHN"
1990,TWN,
1990,PRK,"RUS, CHN, KOR"
1990,KOR,PRK
1990,JPN,
1990,IND,"CHN, BTN, PAK, BGD, MMR, LKA, NPL"
1990,BTN,"CHN, IND"
1990,PAK,"RUS, IRN, AFG, CHN, IND"
1990,BGD,"IND, MMR, NPL"
1990,MMR,"CHN, IND, BGD, THA, LAO"
1990,LKA,IND
1990,MDV,
1990,NPL,"CHN, IND, BGD"
1990,THA,"MMR, KHM, LAO, MYS"
1990,KHM,"THA, LAO"
1990,LAO,"CHN, MMR, THA, KHM"
1990,MYS,"THA, SGP, BRN, IDN"
1990,SGP,"MYS, IDN"
1990,BRN,"MYS, IDN"
1990,PHL,
1990,IDN,"MYS, SGP, BRN, PNG"
1990,AUS,
1990,PNG,"IDN, SLB"
1990,NZL,
1990,SLB,PNG
1990,FJI,
1991,USA,"CAN, MEX"
1991,CAN,USA
1991,BHS,
1991,CUB,
1991,HTI,DOM
1991,DOM,HTI
1991,JAM,
1991,TTO,VEN
1991,BRB,
1991,MEX,"USA, BLZ, GTM"
1991,BLZ,"MEX, GTM"
1991,GTM,"MEX, BLZ, HND, SLV"
1991,HND,"GTM, SLV, NIC"
1991,SLV,"GTM, HND, NIC"
1991,NIC,"HND, SLV, CRI"
1991,CRI,"NIC, PAN"
1991,PAN,"CRI, COL"
1991,COL,"PAN, VEN, ECU, PER, BRA"
1991,VEN,"TTO, COL, GUY, BRA"
1991,GUY,"VEN, SUR, BRA"
1991,SUR,"GUY, BRA"
1991,ECU,"COL, PER"
1991,PER,"COL, ECU, BRA, BOL, CHL"
1991,BRA,"COL, VEN, GUY, SUR, PER, BOL, PRY, ARG, URY"
1991,BOL,"PER, BRA, PRY, CHL, ARG"
1991,PRY,"BRA, BOL, ARG"
1991,CHL,"PER, BOL, ARG"
1991,ARG,"BRA, BOL, PRY, CHL, URY"
1991,URY,"BRA, ARG"
1991,GBR,IRL
1991,IRL,GBR
1991,NLD,"BEL, DEU"
1991,BEL,"NLD, LUX, FRA, DEU"
1991,LUX,"BEL, FRA, DEU"
1991,FRA,"BEL, LUX, CHE, ESP, DEU, ITA"
1991,CHE,"FRA, DEU, AUT, ITA"
1991,ESP,"FRA, PRT, MAR"
1991,PRT,ESP
1991,DEU,"NLD, BEL, LUX, FRA, CHE, POL, AUT, DNK"
1991,POL,"DEU, RUS"
1991,AUT,"CHE, DEU, HUN, ITA"
1991,HUN,"AUT, ROU, RUS"
1991,ITA,"FRA, CHE, AUT"
1991,MLT,
1991,ALB,GRC
1991,GRC,"ALB, BGR, TUR"
1991,CYP,
1991,BGR,"GRC, ROU, TUR"
1991,ROU,"HUN, BGR, RUS"
1991,RUS,"POL, HUN, ROU, FIN, NOR, IRN, TUR, AFG, CHN, MNG, PRK, PAK"
1991,FIN,"RUS, SWE, NOR"
1991,SWE,"FIN, NOR, DNK"
1991,NOR,"RUS, FIN, SWE"
1991,DNK,"DEU, SWE"
1991,ISL,
1991,CPV,
1991,GNB,"SEN, GIN"
1991,GNQ,"CMR, GAB"
1991,GMB,SEN
1991,MLI,"SEN, MRT, NER, CIV, GIN, BFA, DZA"
1991,SEN,"GNB, GMB, MLI, MRT, GIN"
1991,BEN,"NER, BFA, GHA, TGO, NGA"
1991,MRT,"MLI, SEN, MAR, DZA"
1991,NER,"MLI, BEN, BFA, NGA, TCD, DZA, LBY"
1991,CIV,"MLI, GIN, BFA, LBR, GHA"
