year,iso3c,neighbors
2012,GMB,SEN
2012,MLI,"SEN, MRT, NER, CIV, GIN, BFA, DZA"
2012,SEN,"GNB, GMB, MLI, MRT, GIN"
2012,BEN,"NER, BFA, GHA, TGO, NGA"
2012,MRT,"MLI, SEN, MAR, DZA"
2012,NER,"MLI, BEN, BFA, NGA, TCD, DZA, LBY"
2012,CIV,"MLI, GIN, BFA, LBR, GHA"
2012,GIN,"GNB, MLI, SEN, CIV, LBR, SLE"
2012,BFA,"MLI, BEN, NER, CIV, GHA, TGO"
2012,LBR,"CIV, GIN, SLE"
2012,SLE,"GIN, LBR"
2012,GHA,"BEN, CIV, BFA, TGO"
2012,TGO,"BEN, BFA, GHA"
2012,CMR,"GNQ, NGA, GAB, CAF, TCD, COG"
2012,NGA,"BEN, NER, CMR, TCD"
2012,GAB,"GNQ, CMR, COG"
2012,CAF,"CMR, TCD, COG, COD, SDN, SSD"
2012,TCD,"NER, CMR, NGA, CAF, LBY, SDN"
2012,COG,"CMR, GAB, CAF, COD, AGO"
2012,COD,"CAF, COG, UGA, TZA, BDI, RWA, AGO, ZMB, SSD"
2012,UGA,"COD, KEN, TZA, RWA, SSD"
2012,KEN,"UGA, TZA, SOM, ETH, SSD"
2012,TZA,"COD, UGA, KEN, BDI, RWA, MOZ, ZMB, MWI"
2012,BDI,"COD, TZA, RWA"
2012,RWA,"COD, UGA, TZA, BDI"
2012,SOM,"KEN, DJI, ETH"
2012,DJI,"SOM, ETH, ERI"
2012,ETH,"KEN, SOM, DJI, ERI, SDN, SSD"
2012,ERI,"DJI, ETH, SDN"
2012,AGO,"COG, COD, ZMB, NAM, BWA"
2012,MOZ,"TZA, ZMB, ZWE, MWI, ZAF, SWZ"
2012,ZMB,"COD, TZA, AGO, MOZ, ZWE, MWI, NAM, BWA"
2012,ZWE,"MOZ, ZMB, ZAF, NAM, BWA"
2012,MWI,"TZA, MOZ, ZMB"
2012,ZAF,"MOZ, ZWE, NAM, LSO, BWA, SWZ"
2012,NAM,"AGO, ZMB, ZWE, ZAF, BWA"
2012,LSO,ZAF
2012,BWA,"AGO, ZMB, ZWE, ZAF, NAM"
2012,SWZ,"MOZ, ZAF"
2012,MDG,
2012,COM,
2012,MUS,
2012,MAR,"ESP, MRT, DZA"
2012,DZA,"MLI, MRT, NER, MAR, TUN, LBY"
2012,TUN,"DZA, LBY"
2012,LBY,"NER, TCD, DZA, TUN, SDN, EGY"
2012,SDN,"CAF, TCD, ETH, ERI, LBY, SSD, EGY"
2012,SSD,"CAF, COD, UGA, KEN, ETH, SDN"
2012,IRN,"ARM, AZE, TUR, IRQ, KWT, AFG, TKM, PAK"
2012,TUR,"GRC, BGR, ARM, GEO, AZE, IRN, IRQ, SYR"
2012,IRQ,"IRN, TUR, SYR, JOR, SAU, KWT"
2012,EGY,"LBY, SDN, JOR, ISR, SAU"
2012,SYR,"TUR, IRQ, LBN, JOR, ISR"
2012,LBN,"SYR, ISR"
2012,JOR,"IRQ, EGY, SYR, ISR, SAU"
2012,ISR,"EGY, SYR, LBN, JOR, SAU"
2012,SAU,"IRQ, EGY, JOR, ISR, KWT, BHR, QAT, ARE, OMN"
2012,KWT,"IRN, IRQ, SAU"
2012,BHR,"SAU, QAT"
2012,QAT,"SAU, BHR, ARE"
2012,ARE,"SAU, QAT, OMN"
2012,OMN,"SAU, ARE"
2012,AFG,"IRN, TKM, TJK, UZB, CHN, PAK"
2012,TKM,"IRN, AFG, UZB, KAZ"
2012,TJK,"AFG, KGZ, UZB, CHN, PAK"
2012,KGZ,"TJK, UZB, KAZ, CHN"
2012,UZB,"AFG, TKM, TJK, KGZ, KAZ"
2012,KAZ,"RUS, TKM, KGZ, UZB, CHN"
2012,CHN,"RUS, AFG, TJK, KGZ, KAZ, MNG, PRK, IND, BTN, PAK, MMR, NPL, LAO"
2012,MNG,"RUS, CHN"
2012,TWN,
2012,PRK,"RUS, CHN, KOR"
2012,KOR,PRK
2012,JPN,
2012,IND,"CHN, BTN, PAK, BGD, MMR, LKA, NPL"
2012,BTN,"CHN, IND"
2012,PAK,"IRN, AFG, TJK, CHN, IND"
2012,BGD,"IND, MMR, NPL"
2012,MMR,"CHN, IND, BGD, THA, LAO"
2012,LKA,IND
2012,MDV,
2012,NPL,"CHN, IND, BGD"
2012,THA,"MMR, KHM, LAO, MYS"
2012,KHM,"THA, LAO"
2012,LAO,"CHN, MMR, THA, KHM"
2012,MYS,"THA, SGP, BRN, IDN"
2012,SGP,"MYS, IDN"
2012,BRN,"MYS, IDN"
2012,PHL,
2012,IDN,"MYS, SGP, BRN, TLS, PNG"
2012,TLS,IDN
2012,AUS,
2012,PNG,"IDN, SLB"
2012,NZL,
2012,SLB,PNG
2012,FJI,
2013,USA,"CAN, MEX"
2013,CAN,USA
2013,BHS,
2013,CUB,
2013,HTI,DOM
2013,DOM,HTI
2013,JAM,
2013,TTO,VEN
2013,BRB,
2013,MEX,"USA, BLZ, GTM"
2013,BLZ,"MEX, GTM"
2013,GTM,"MEX, BLZ, HND, SLV"
2013,HND,"GTM, SLV, NIC"
2013,SLV,"GTM, HND, NIC"
2013,NIC,"HND, SLV, CRI"
2013,CRI,"NIC, PAN"
2013,PAN,"CRI, COL"
2013,COL,"PAN, VEN, ECU, PER, BRA"
2013,VEN,"TTO, COL, GUY, BRA"
2013,GUY,"VEN, SUR, BRA"
2013,SUR,"GUY, BRA"
2013,ECU,"COL, PER"
2013,PER,"COL, ECU, BRA, BOL, CHL"
2013,BRA,"COL, VEN, GUY, SUR, PER, BOL, PRY, ARG, URY"
2013,BOL,"PER, BRA, PRY, CHL, ARG"
2013,PRY,"BRA, BOL, ARG"
2013,CHL,"PER, BOL, ARG"
2013,ARG,"BRA, BOL, PRY, CHL, URY"
2013,URY,"BRA, ARG"
2013,GBR,IRL
2013,IRL,GBR
2013,NLD,"BEL, DEU"
2013,BEL,"NLD, LUX, FRA, DEU"
2013,LUX,"BEL, FRA, DEU"
2013,FRA,"BEL, LUX, CHE, ESP, DEU, ITA"
2013,CHE,"FRA, DEU, AUT, ITA"
2013,ESP,"FRA, PRT, MAR"
2013,PRT,ESP
2013,DEU,"NLD, BEL, LUX, FRA, CHE, POL, AUT, CZE, DNK"
2013,POL,"DEU, CZE, SVK, RUS, LTU, UKR, BLR"
2013,AUT,"CHE, DEU, HUN, CZE, SVK, ITA, HRV, SVN"
2013,HUN,"AUT, SVK, SRB, HRV, SVN, ROU, UKR"
2013,CZE,"DEU, POL, AUT, SVK"
2013,SVK,"POL, AUT, HUN, CZE, UKR"
2013,ITA,"FRA, CHE, AUT, HRV, SVN"
2013,MLT,
2013,ALB,"MNE, MKD, GRC"
2013,SRB,"HUN, MNE, MKD, HRV, BIH, BGR, ROU"
2013,MNE,"ALB, SRB, HRV, BIH"
2013,MKD,"ALB, SRB, GRC, BGR"
2013,HRV,"AUT, HUN, ITA, SRB, MNE, BIH, SVN"
2013,BIH,"SRB, MNE, HRV"
2013,SVN,"AUT, HUN, ITA, HRV"
2013,GRC,"ALB, MKD, BGR, TUR"
2013,CYP,
2013,BGR,"SRB, MKD, GRC, ROU, TUR"
2013,MDA,"ROU, UKR"
2013,ROU,"HUN, SRB, BGR, MDA, UKR"
2013,RUS,"POL, EST, LVA, LTU, UKR, BLR, GEO, AZE, FIN, NOR, KAZ, CHN, MNG, PRK"
2013,EST,"RUS, LVA"
2013,LVA,"RUS, EST, LTU, BLR"
2013,LTU,"POL, RUS, LVA, BLR"
2013,UKR,"POL, HUN, SVK, MDA, ROU, RUS, BLR"
2013,BLR,"POL, RUS, LVA, LTU, UKR"
2013,ARM,"GEO, AZE, IRN, TUR"
2013,GEO,"RUS, ARM, AZE, TUR"
2013,AZE,"RUS, ARM, GEO, IRN, TUR"
2013,FIN,"RUS, SWE, NOR"
2013,SWE,"FIN, NOR, DNK"
2013,NOR,"RUS, FIN, SWE"
2013,DNK,"DEU, SWE"
2013,ISL,
2013,CPV,
2013,GNB,"SEN, GIN"
2013,GNQ,"CMR, GAB"
2013,GMB,SEN
2013,MLI,"SEN, MRT, NER, CIV, GIN, BFA, DZA"
2013,SEN,"GNB, GMB, MLI, MRT, GIN"
2013,BEN,"NER, BFA, GHA, TGO, NGA"
2013,MRT,"MLI, SEN, MAR, DZA"
2013,NER,"MLI, BEN, BFA, NGA, TCD, DZA, LBY"
2013,CIV,"MLI, GIN, BFA, LBR, GHA"
2013,GIN,"GNB, MLI, SEN, CIV, LBR, SLE"
2013,BFA,"MLI, BEN, NER, CIV, GHA, TGO"
2013,LBR,"CIV, GIN, SLE"
2013,SLE,"GIN, LBR"
2013,GHA,"BEN, CIV, BFA, TGO"
2013,TGO,"BEN, BFA, GHA"
2013,CMR,"GNQ, NGA, GAB, CAF, TCD, COG"
2013,NGA,"BEN, NER, CMR, TCD"
2013,GAB,"GNQ, CMR, COG"
2013,CAF,"CMR, TCD, COG, COD, SDN, SSD"
2013,TCD,"NER, CMR, NGA, CAF, LBY, SDN"
2013,COG,"CMR, GAB, CAF, COD, AGO"
2013,COD,"CAF, COG, UGA, TZA, BDI, RWA, AGO, ZMB, SSD"
2013,UGA,"COD, KEN, TZA, RWA, SSD"
2013,KEN,"UGA, TZA, SOM, ETH, SSD"
2013,TZA,"COD, UGA, KEN, BDI, RWA, MOZ, ZMB, MWI"
2013,BDI,"COD, TZA, RWA"
2013,RWA,"COD, UGA, TZA, BDI"
2013,SOM,"KEN, DJI, ETH"
2013,DJI,"SOM, ETH, ERI"
2013,ETH,"KEN, SOM, DJI, ERI, SDN, SSD"
2013,ERI,"DJI, ETH, SDN"
2013,AGO,"COG, COD, ZMB, NAM, BWA"
2013,MOZ,"TZA, ZMB, ZWE, MWI, ZAF, SWZ"
2013,ZMB,"COD, TZA, AGO, MOZ, ZWE, MWI, NAM, BWA"
2013,ZWE,"MOZ, ZMB, ZAF, NAM, BWA"
2013,MWI,"TZA, MOZ, ZMB"
2013,ZAF,"MOZ, ZWE, NAM, LSO, BWA, SWZ"
2013,NAM,"AGO, ZMB, ZWE, ZAF, BWA"
2013,LSO,ZAF
2013,BWA,"AGO, ZMB, ZWE, ZAF, NAM"
2013,SWZ,"MOZ, ZAF"
2013,MDG,
2013,COM,
2013,MUS,
2013,MAR,"ESP, MRT, DZA"
2013,DZA,"MLI, MRT, NER, MAR, TUN, LBY"
2013,TUN,"DZA, LBY"
2013,LBY,"NER, TCD, DZA, TUN, SDN, EGY"
2013,SDN,"CAF, TCD, ETH, ERI, LBY, SSD, EGY"
2013,SSD,"CAF, COD, UGA, KEN, ETH, SDN"
2013,IRN,"ARM, AZE, TUR, IRQ, KWT, AFG, TKM, PAK"
2013,TUR,"GRC, BGR, ARM, GEO, AZE, IRN, IRQ, SYR"
2013,IRQ,"IRN, TUR, SYR, JOR, SAU, KWT"
2013,EGY,"LBY, SDN, JOR, ISR, SAU"
2013,SYR,"TUR, IRQ, LBN, JOR, ISR"
2013,LBN,"SYR, ISR"
2013,JOR,"IRQ, EGY, SYR, ISR, SAU"
2013,ISR,"EGY, SYR, LBN, JOR, SAU"
2013,SAU,"IRQ, EGY, JOR, ISR, KWT, BHR, QAT, ARE, OMN"
2013,KWT,"IRN, IRQ, SAU"
2013,BHR,"SAU, QAT"
2013,QAT,"SAU, BHR, ARE"
2013,ARE,"SAU, QAT, OMN"
2013,OMN,"SAU, ARE"
2013,AFG,"IRN, TKM, TJK, UZB, CHN, PAK"
2013,TKM,"IRN, AFG, UZB, KAZ"
2013,TJK,"AFG, KGZ, UZB, CHN, PAK"
2013,KGZ,"TJK, UZB, KAZ, CHN"
2013,UZB,"AFG, TKM, TJK, KGZ, KAZ"
2013,KAZ,"RUS, TKM, KGZ, UZB, CHN"
2013,CHN,"RUS, AFG, TJK, KGZ, KAZ, MNG, PRK, IND, BTN, PAK, MMR, NPL, LAO"
2013,MNG,"RUS, CHN"
2013,TWN,
2013,PRK,"RUS, CHN, KOR"
2013,KOR,PRK
2013,JPN,
2013,IND,"CHN, BTN, PAK, BGD, MMR, LKA, NPL"
2013,BTN,"CHN, IND"
2013,PAK,"IRN, AFG, TJK, CHN, IND"
2013,BGD,"IND, MMR, NPL"
2013,MMR,"CHN, IND, BGD, THA, LAO"
2013,LKA,IND
2013,MDV,
2013,NPL,"CHN, IND, BGD"
2013,THA,"MMR, KHM, LAO, MYS"
2013,KHM,"THA, LAO"
2013,LAO,"CHN, MMR, THA, KHM"
2013,MYS,"THA, SGP, BRN, IDN"
2013,SGP,"MYS, IDN"
2013,BRN,"MYS, IDN"
2013,PHL,
2013,IDN,"MYS, SGP, BRN, TLS, PNG"
2013,TLS,IDN
2013,AUS,
2013,PNG,"IDN, SLB"
2013,NZL,
2013,SLB,PNG
2013,FJI,
2014,USA,"CAN, MEX"
2014,CAN,USA
2014,BHS,
2014,CUB,
2014,HTI,DOM
2014,DOM,HTI
2014,JAM,
2014,TTO,VEN
2014,BRB,
2014,MEX,"USA, BLZ, GTM"
2014,BLZ,"MEX, GTM"
2014,GTM,"MEX, BLZ, HND, SLV"
2014,HND,"GTM, SLV, NIC"
2014,SLV,"GTM, HND, NIC"
2014,NIC,"HND, SLV, CRI"
2014,CRI,"NIC, PAN"
2014,PAN,"CRI, COL"
2014,COL,"PAN, VEN, ECU, PER, BRA"
2014,VEN,"TTO, COL, GUY, BRA"
2014,GUY,"VEN, SUR, BRA"
2014,SUR,"GUY, BRA"
2014,ECU,"COL, PER"
2014,PER,"COL, ECU, BRA, BOL, CHL"
2014,BRA,"COL, VEN, GUY, SUR, PER, BOL, PRY, ARG, URY"
2014,BOL,"PER, BRA, PRY, CHL, ARG"
2014,PRY,"BRA, BOL, ARG"
2014,CHL,"PER, BOL, ARG"
2014,ARG,"BRA, BOL, PRY, CHL, URY"
2014,URY,"BRA, ARG"
2014,GBR,IRL
2014,IRL,GBR
2014,NLD,"BEL, DEU"
2014,BEL,"NLD, LUX, FRA, DEU"
2014,LUX,"BEL, FRA, DEU"
2014,FRA,"BEL, LUX, CHE, ESP, DEU, ITA"
2014,CHE,"FRA, DEU, AUT, ITA"
2014,ESP,"FRA, PRT, MAR"
2014,PRT,ESP
2014,DEU,"NLD, BEL, LUX, FRA, CHE, POL, AUT, CZE, DNK"
2014,POL,"DEU, CZE, SVK, RUS, LTU, UKR, BLR"
2014,AUT,"CHE, DEU, HUN, CZE, SVK, ITA, HRV, SVN"
2014,HUN,"AUT, SVK, SRB, HRV, SVN, ROU, UKR"
2014,CZE,"DEU, POL, AUT, SVK"
2014,SVK,"POL, AUT, HUN, CZE, UKR"
2014,ITA,"FRA, CHE, AUT, HRV, SVN"
2014,MLT,
2014,ALB,"MNE, MKD, GRC"
2014,SRB,"HUN, MNE, MKD, HRV, BIH, BGR, ROU"
2014,MNE,"ALB, SRB, HRV, BIH"
2014,MKD,"ALB, SRB, GRC, BGR"
2014,HRV,"AUT, HUN, ITA, SRB, MNE, BIH, SVN"
2014,BIH,"SRB, MNE, HRV"
2014,SVN,"AUT, HUN, ITA, HRV"
2014,GRC,"ALB, MKD, BGR, TUR"
2014,CYP,
2014,BGR,"SRB, MKD, GRC, ROU, TUR"
2014,MDA,"ROU, UKR"
2014,ROU,"HUN, SRB, BGR, MDA, UKR"
2014,RUS,"POL, EST, LVA, LTU, UKR, BLR, GEO, AZE, FIN, NOR, KAZ, CHN, MNG, PRK"
2014,EST,"RUS, LVA"
2014,LVA,"RUS, EST, LTU, BLR"
2014,LTU,"POL, RUS, LVA, BLR"
2014,UKR,"POL, HUN, SVK, MDA, ROU, RUS, BLR"
2014,BLR,"POL, RUS, LVA, LTU, UKR"
2014,ARM,"GEO, AZE, IRN, TUR"
2014,GEO,"RUS, ARM, AZE, TUR"
2014,AZE,"RUS, ARM, GEO, IRN, TUR"
2014,FIN,"RUS, SWE, NOR"
2014,SWE,"FIN, NOR, DNK"
2014,NOR,"RUS, FIN, SWE"
2014,DNK,"DEU, SWE"
2014,ISL,
2014,CPV,
2014,GNB,"SEN, GIN"
2014,GNQ,"CMR, GAB"
2014,GMB,SEN
2014,MLI,"SEN, MRT, NER, CIV, GIN, BFA, DZA"
2014,SEN,"GNB, GMB, MLI, MRT, GIN"
2014,BEN,"NER, BFA, GHA, TGO, NGA"
2014,MRT,"MLI, SEN, MAR, DZA"
2014,NER,"MLI, BEN, BFA, NGA, TCD, DZA, LBY"
2014,CIV,"MLI, GIN, BFA, LBR, GHA"
2014,GIN,"GNB, MLI, SEN, CIV, LBR, SLE"
2014,BFA,"MLI, BEN, NER, CIV, GHA, TGO"
2014,LBR,"CIV, GIN, SLE"
2014,SLE,"GIN, LBR"
2014,GHA,"BEN, CIV, BFA, TGO"
2014,TGO,"BEN, BFA, GHA"
2014,CMR,"GNQ, NGA, GAB, CAF, TCD, COG"
2014,NGA,"BEN, NER, CMR, TCD"
2014,GAB,"GNQ, CMR, COG"
2014,CAF,"CMR, TCD, COG, COD, SDN, SSD"
2014,TCD,"NER, CMR, NGA, CAF, LBY, SDN"
2014,COG,"CMR, GAB, CAF, COD, AGO"
2014,COD,"CAF, COG, UGA, TZA, BDI, RWA, AGO, ZMB, SSD"
2014,UGA,"COD, KEN, TZA, RWA, SSD"
2014,KEN,"UGA, TZA, SOM, ETH, SSD"
2014,TZA,"COD, UGA, KEN, BDI, RWA, MOZ, ZMB, MWI"
2014,BDI,"COD, TZA, RWA"
2014,RWA,"COD, UGA, TZA, BDI"
2014,SOM,"KEN, DJI, ETH"
2014,DJI,"SOM, ETH, ERI"
2014,ETH,"KEN, SOM, DJI, ERI, SDN, SSD"
2014,ERI,"DJI, ETH, SDN"
2014,AGO,"COG, COD, ZMB, NAM, BWA"
2014,MOZ,"TZA, ZMB, ZWE, MWI, ZAF, SWZ"
2014,ZMB,"COD, TZA, AGO, MOZ, ZWE, MWI, NAM, BWA"
2014,ZWE,"MOZ, ZMB, ZAF, NAM, BWA"
2014,MWI,"TZA, MOZ, ZMB"
2014,ZAF,"MOZ, ZWE, NAM, LSO, BWA, SWZ"
2014,NAM,"AGO, ZMB, ZWE, ZAF, BWA"
2014,LSO,ZAF
2014,BWA,"AGO, ZMB, ZWE, ZAF, NAM"
2014,SWZ,"MOZ, ZAF"
2014,MDG,
2014,COM,
2014,MUS,
2014,MAR,"ESP, MRT, DZA"
2014,DZA,"MLI, MRT, NER, MAR, TUN, LBY"
2014,TUN,"DZA, LBY"
2014,LBY,"NER, TCD, DZA, TUN, SDN, EGY"
2014,SDN,"CAF, TCD, ETH, ERI, LBY, SSD, EGY"
2014,SSD,"CAF, COD, UGA, KEN, ETH, SDN"
2014,IRN,"ARM, AZE, TUR, IRQ, KWT, AFG, TKM, PAK"
2014,TUR,"GRC, BGR, ARM, GEO, AZE, IRN, IRQ, SYR"
2014,IRQ,"IRN, TUR, SYR, JOR, SAU, KWT"
2014,EGY,"LBY, SDN, JOR, ISR, SAU"
2014,SYR,"TUR, IRQ, LBN, JOR, ISR"
2014,LBN,"SYR, ISR"
2014,JOR,"IRQ, EGY, SYR, ISR, SAU"
2014,ISR,"EGY, SYR, LBN, JOR, SAU"
2014,SAU,"IRQ, EGY, JOR, ISR, KWT, BHR, QAT, ARE, OMN"
2014,KWT,"IRN, IRQ, SAU"
2014,BHR,"SAU, QAT"
2014,QAT,"SAU, BHR, ARE"
2014,ARE,"SAU, QAT, OMN"
2014,OMN,"SAU, ARE"
2014,AFG,"IRN, TKM, TJK, UZB, CHN, PAK"
2014,TKM,"IRN, AFG, UZB, KAZ"
2014,TJK,"AFG, KGZ, UZB, CHN, PAK"
2014,KGZ,"TJK, UZB, KAZ, CHN"
2014,UZB,"AFG, TKM, TJK, KGZ, KAZ"
2014,KAZ,"RUS, TKM, KGZ, UZB, CHN"
2014,CHN,"RUS, AFG, TJK, KGZ, KAZ, MNG, PRK, IND, BTN, PAK, MMR, NPL, LAO"
2014,MNG,"RUS, CHN"
2014,TWN,
2014,PRK,"RUS, CHN, KOR"
2014,KOR,PRK
2014,JPN,
2014,IND,"CHN, BTN, PAK, BGD, MMR, LKA, NPL"
2014,BTN,"CHN, IND"
2014,PAK,"IRN, AFG, TJK, CHN, IND"
2014,BGD,"IND, MMR, NPL"
2014,MMR,"CHN, IND, BGD, THA, LAO"
2014,LKA,IND
2014,MDV,
2014,NPL,"CHN, IND, BGD"
2014,THA,"MMR, KHM, LAO, MYS"
2014,KHM,"THA, LAO"
2014,LAO,"CHN, MMR, THA, KHM"
2014,MYS,"THA, SGP, BRN, IDN"
2014,SGP,"MYS, IDN"
2014,BRN,"MYS, IDN"
2014,PHL,
2014,IDN,"MYS, SGP, BRN, TLS, PNG"
2014,TLS,IDN
2014,AUS,
2014,PNG,"IDN, SLB"
2014,NZL,
2014,SLB,PNG
2014,FJI,
2015,USA,"CAN, MEX"
2015,CAN,USA
2015,BHS,
2015,CUB,
2015,HTI,DOM
2015,DOM,HTI
2015,JAM,
2015,TTO,VEN
2015,BRB,
2015,MEX,"USA, BLZ, GTM"
2015,BLZ,"MEX, GTM"
2015,GTM,"MEX, BLZ, HND, SLV"
2015,HND,"GTM, SLV, NIC"
2015,SLV,"GTM, HND, NIC"
2015,NIC,"HND, SLV, CRI"
2015,CRI,"NIC, PAN"
2015,PAN,"CRI, COL"
2015,COL,"PAN, VEN, ECU, PER, BRA"
2015,VEN,"TTO, COL, GUY, BRA"
2015,GUY,"VEN, SUR, BRA"
2015,SUR,"GUY, BRA"
2015,ECU,"COL, PER"
2015,PER,"COL, ECU, BRA, BOL, CHL"
2015,BRA,"COL, VEN, GUY, SUR, PER, BOL, PRY, ARG, URY"
2015,BOL,"PER, BRA, PRY, CHL, ARG"
2015,PRY,"BRA, BOL, ARG"
2015,CHL,"PER, BOL, ARG"
2015,ARG,"BRA, BOL, PRY, CHL, URY"
2015,URY,"BRA, ARG"
2015,GBR,IRL
2015,IRL,GBR
2015,NLD,"BEL, DEU"
2015,BEL,"NLD, LUX, FRA, DEU"
2015,LUX,"BEL, FRA, DEU"
2015,FRA,"BEL, LUX, CHE, ESP, DEU, ITA"
2015,CHE,"FRA, DEU, AUT, ITA"
2015,ESP,"FRA, PRT, MAR"
2015,PRT,ESP
2015,DEU,"NLD, BEL, LUX, FRA, CHE, POL, AUT, CZE, DNK"
2015,POL,"DEU, CZE, SVK, RUS, LTU, UKR, BLR"
2015,AUT,"CHE, DEU, HUN, CZE, SVK, ITA, HRV, SVN"
2015,HUN,"AUT, SVK, SRB, HRV, SVN, ROU, UKR"
2015,CZE,"DEU, POL, AUT, SVK"
2015,SVK,"POL, AUT, HUN, CZE, UKR"
2015,ITA,"FRA, CHE, AUT, HRV, SVN"
2015,MLT,
2015,ALB,"MNE, MKD, GRC"
2015,SRB,"HUN, MNE, MKD, HRV, BIH, BGR, ROU"
2015,MNE,"ALB, SRB, HRV, BIH"
2015,MKD,"ALB, SRB, GRC, BGR"
2015,HRV,"AUT, HUN, ITA, SRB, MNE, BIH, SVN"
2015,BIH,"SRB, MNE, HRV"
2015,SVN,"AUT, HUN, ITA, HRV"
2015,GRC,"ALB, MKD, BGR, TUR"
2015,CYP,
2015,BGR,"SRB, MKD, GRC, ROU, TUR"
2015,MDA,"ROU, UKR"
2015,ROU,"HUN, SRB, BGR, MDA, UKR"
2015,RUS,"POL, EST, LVA, LTU, UKR, BLR, GEO, AZE, FIN, NOR, KAZ, CHN, MNG, PRK"
2015,EST,"RUS, LVA"
2015,LVA,"RUS, EST, LTU, BLR"
2015,LTU,"POL, RUS, LVA, BLR"
2015,UKR,"POL, HUN, SVK, MDA, ROU, RUS, BLR"
2015,BLR,"POL, RUS, LVA, LTU, UKR"
2015,ARM,"GEO, AZE, IRN, TUR"
2015,GEO,"RUS, ARM, AZE, TUR"
2015,AZE,"RUS, ARM, GEO, IRN, TUR"
2015,FIN,"RUS, SWE, NOR"
2015,SWE,"FIN, NOR, DNK"
2015,NOR,"RUS, FIN, SWE"
2015,DNK,"DEU, SWE"
2015,ISL,
2015,CPV,
2015,GNB,"SEN, GIN"
2015,GNQ,"CMR, GAB"
2015,GMB,SEN
2015,MLI,"SEN, MRT, NER, CIV, GIN, BFA, DZA"
2015,SEN,"GNB, GMB, MLI, MRT, GIN"
2015,BEN,"NER, BFA, GHA, TGO, NGA"
2015,MRT,"MLI, SEN, MAR, DZA"
2015,NER,"MLI, BEN, BFA, NGA, TCD, DZA, LBY"
2015,CIV,"MLI, GIN, BFA, LBR, GHA"
2015,GIN,"GNB, MLI, SEN, CIV, LBR, SLE"
2015,BFA,"MLI, BEN, NER, CIV, GHA, TGO"
2015,LBR,"CIV, GIN, SLE"
2015,SLE,"GIN, LBR"
2015,GHA,"BEN, CIV, BFA, TGO"
2015,TGO,"BEN, BFA, GHA"
2015,CMR,"GNQ, NGA, GAB, CAF, TCD, COG"
2015,NGA,"BEN, NER, CMR, TCD"
2015,GAB,"GNQ, CMR, COG"
2015,CAF,"CMR, TCD, COG, COD, SDN, SSD"
2015,TCD,"NER, CMR, NGA, CAF, LBY, SDN"
2015,COG,"CMR, GAB, CAF, COD, AGO"
2015,COD,"CAF, COG, UGA, TZA, BDI, RWA, AGO, ZMB, SSD"
2015,UGA,"COD, KEN, TZA, RWA, SSD"
2015,KEN,"UGA, TZA, SOM, ETH, SSD"
2015,TZA,"COD, UGA, KEN, BDI, RWA, MOZ, ZMB, MWI"
2015,BDI,"COD, TZA, RWA"
2015,RWA,"COD, UGA, TZA, BDI"
2015,SOM,"KEN, DJI, ETH"
2015,DJI,"SOM, ETH, ERI"
2015,ETH,"KEN, SOM, DJI, ERI, SDN, SSD"
2015,ERI,"DJI, ETH, SDN"
2015,AGO,"COG, COD, ZMB, NAM, BWA"
2015,MOZ,"TZA, ZMB, ZWE, MWI, ZAF, SWZ"
2015,ZMB,"COD, TZA, AGO, MOZ, ZWE, MWI, NAM, BWA"
2015,ZWE,"MOZ, ZMB, ZAF, NAM, BWA"
2015,MWI,"TZA, MOZ, ZMB"
2015,ZAF,"MOZ, ZWE, NAM, LSO, BWA, SWZ"
2015,NAM,"AGO, ZMB, ZWE, ZAF, BWA"
2015,LSO,ZAF
2015,BWA,"AGO, ZMB, ZWE, ZAF, NAM"
2015,SWZ,"MOZ, ZAF"
2015,MDG,
2015,COM,
2015,MUS,
2015,MAR,"ESP, MRT, DZA"
2015,DZA,"MLI, MRT, NER, MAR, TUN, LBY"
2015,TUN,"DZA, LBY"
2015,LBY,"NER, TCD, DZA, TUN, SDN, EGY"
2015,SDN,"CAF, TCD, ETH, ERI, LBY, SSD, EGY"
2015,SSD,"CAF, COD, UGA, KEN, ETH, SDN"
2015,IRN,"ARM, AZE, TUR, IRQ, KWT, AFG, TKM, PAK"
2015,TUR,"GRC, BGR, ARM, GEO, AZE, IRN, IRQ, SYR"
2015,IRQ,"IRN, TUR, SYR, JOR, SAU, KWT"
2015,EGY,"LBY, SDN, JOR, ISR, SAU"
2015,SYR,"TUR, IRQ, LBN, JOR, ISR"
2015,LBN,"SYR, ISR"
2015,JOR,"IRQ, EGY, SYR, ISR, SAU"
2015,ISR,"EGY, SYR, LBN, JOR, SAU"
2015,SAU,"IRQ, EGY, JOR, ISR, KWT, BHR, QAT, ARE, OMN"
2015,KWT,"IRN, IRQ, SAU"
2015,BHR,"SAU, QAT"
2015,QAT,"SAU, BHR, ARE"
2015,ARE,"SAU, QAT, OMN"
2015,OMN,"SAU, ARE"
2015,AFG,"IRN, TKM, TJK, UZB, CHN, PAK"
2015,TKM,"IRN, AFG, UZB, KAZ"
2015,TJK,"AFG, KGZ, UZB, CHN, PAK"
2015,KGZ,"TJK, UZB, KAZ, CHN"
2015,UZB,"AFG, TKM, TJK, KGZ, KAZ"
2015,KAZ,"RUS, TKM, KGZ, UZB, CHN"
