iso3c,year,total_pop,median_age,total_pop_20_to_40,total_pop_40_to_60,total_pop_30_to_50,total_pop_18_to_65,percent_pop_20_to_40,percent_pop_40_to_60,percent_pop_30_to_50,percent_pop_18_to_65
BRN,1950,48.26850000000001,21,14.514499999999996,8.624500000000001,11.412,25.586000000000002,0.30070335726198233,0.17867760547769249,0.23642748376270234,0.5300765509597356
BTN,1950,176.3664999999999,17,51.544,24.6275,36.422000000000004,84.376,0.29225504843606936,0.13963819659629248,0.2065131416680607,0.4784128505129946
BWA,1950,413.4805,18,115.76299999999999,59.248000000000005,78.21399999999998,198.60399999999998,0.2799720905822644,0.1432909169839932,0.18916006921729073,0.4803225303248883
CAF,1950,1436.5909999999994,21,428.72849999999994,258.67,336.94949999999994,762.6724999999999,0.2984346275314269,0.18005820724200564,0.2345479680716363,0.5308904900559729
CAN,1950,13743.069000000003,27,4396.5915,2905.435,3709.8810000000003,8039.492,0.31991336869515824,0.21141093012048467,0.26994559948727603,0.5849852023590945
CHE,1950,4692.6385,32,1443.5795000000003,1273.2900000000002,1416.9265,2982.755000000001,0.30762640250255807,0.2713377559341083,0.30194665538374627,0.6356242868484331
CHL,1950,6623.644500000002,19,2110.958,1008.7669999999999,1450.1830000000002,3455.765499999999,0.31870037711112054,0.15229787770161873,0.21894034319021796,0.521731729412712
CHN,1950,543979.2330000002,22,164373.31050000002,104450.5355,134133.123,297595.25549999997,0.3021683559379554,0.19201199083274553,0.24657765382010444,0.5470709862558298
CIV,1950,2736.9085000000014,17,809.2624999999999,368.86650000000003,557.14750000000015,1304.21,0.2956848941058861,0.1347748746441468,0.2035681865140906,0.47652670887609117
CMR,1950,4315.816,19,1308.3735000000001,705.1110000000001,980.7135,2226.3169999999996,0.30315785010297014,0.163378373869507,0.2272370972256463,0.5158507684294232
COD,1950,12295.744500000008,17,3490.2810000000004,1681.54,2456.3155000000006,5743.6005000000005,0.28386089187198044,0.13675788399799613,0.19976956255068565,0.4671210027176473
COG,1950,835.132,19,248.99499999999998,133.83200000000002,187.14649999999997,422.7134999999999,0.29815047202118944,0.16025251098030016,0.22409211956912198,0.5061636962779535
COK,1950,14.682999999999993,16,3.9730000000000003,1.8990000000000005,2.799,6.576500000000001,0.2705850303071581,0.12933324252536957,0.19062861812981008,0.4478989307362259
COL,1950,11769.748,17,3395.8245,1554.7490000000003,2336.4754999999996,5518.6155,0.28852142798639363,0.13209705084594847,0.19851533779652714,0.46888136432487765
COM,1950,161.81400000000002,20,51.38349999999999,25.779499999999995,38.46599999999999,84.827,0.3175466894088273,0.15931563399953028,0.23771737921317057,0.5242253451493689
CPV,1950,184.99850000000006,17,49.860499999999995,27.392,37.461999999999996,85.647,0.26951840150055256,0.14806606540053022,0.20249893918058787,0.4629605104906255
CRI,1950,948.4875000000004,17,274.66599999999994,136.06449999999998,198.7685,454.5149999999999,0.28958315212377583,0.1434541836344706,0.20956364738596966,0.4791997785948678
CUB,1950,5926.645499999997,21,1830.7490000000003,1054.7065,1503.9375000000002,3176.0855,0.3089013844340785,0.17796011251221294,0.25375863968918017,0.5358993548711496
CUW,1950,100.06650000000003,22,30.843999999999994,17.424,24.607,52.833,0.3082350237092332,0.17412420740207757,0.24590647219598957,0.5279788940354663
CYM,1950,6.912,23,2.0819999999999994,1.3274999999999997,1.6799999999999995,3.848,0.3012152777777777,0.19205729166666663,0.2430555555555555,0.5567129629629629
CYP,1950,493.95599999999973,23,148.31000000000003,94.2815,120.321,269.27400000000006,0.3002494149276456,0.1908702394545264,0.243586473289119,0.5451376235940047
CZE,1950,8916.634000000004,31,2740.7615,2510.2594999999997,2679.0865,5726.750499999999,0.3073762475840097,0.28152546128954026,0.3004593998138758,0.6422547454566372
DEU,1950,70964.09500000003,33,19984.5055,20473.838499999994,20900.318,44648.892499999994,0.2816143220032608,0.28850982317184465,0.2945196158705327,0.6291758177145778
DJI,1950,62.333999999999996,16,17.652,7.733,11.962500000000002,28.176000000000002,0.2831841370680528,0.12405749671126512,0.19190971219559153,0.45201655597266344
DMA,1950,50.18850000000002,17,13.174500000000002,6.451500000000001,9.7915,21.807,0.26250037359155975,0.12854538390268685,0.19509449375853025,0.4345019277324485
DNK,1950,4267.6939999999995,31,1305.1149999999998,1083.9045,1262.6260000000002,2617.6409999999996,0.3058126941622337,0.2539789638151189,0.2958567319962491,0.6133619233243995
DOM,1950,2381.7400000000002,16,659.8265,296.80899999999997,440.22799999999995,1072.9230000000002,0.2770354866610125,0.1246185561816151,0.1848346167087927,0.45047864166533713
DZA,1950,9019.866000000002,18,2596.6255,1427.8390000000002,1932.8590000000002,4479.5345,0.28787850063404485,0.1582993583274962,0.21428910362969913,0.49662982798192334
ECU,1950,3518.7330000000015,19,964.0220000000002,570.3345,739.4815,1719.5879999999997,0.2739684994570488,0.16208518804922106,0.2101556156718909,0.488695220694494
EGY,1950,21150.058500000014,20,6609.9175,3441.5334999999995,4895.685,11100.2235,0.3125247856879448,0.16271980997121108,0.2314738278383484,0.524831810748892
ERI,1950,822.5760000000001,16,228.9885,106.12050000000002,155.2235,375.9635,0.2783797484974032,0.12900996382097216,0.18870414405477423,0.457056247690183
ESH,1950,12.9825,18,3.9600000000000004,1.928,2.8440000000000003,6.474500000000001,0.30502599653379553,0.14850760639322164,0.21906412478336224,0.49870980165607554
ESP,1950,28069.694,26,9261.7215,6208.399499999999,7617.269499999999,17140.727499999997,0.32995448756940493,0.22117802566711267,0.27136988027015896,0.6106488905792845
EST,1950,1102.0775000000006,29,322.07349999999997,265.0125,288.904,655.9124999999999,0.29224215175430024,0.24046630114488304,0.2621449036025142,0.5951600499964835
ETH,1950,17709.951499999992,17,5094.675499999999,2425.211,3641.1589999999997,8345.041,0.28767303512943,0.13694057829576783,0.20559960313838246,0.47120631583886624
FIN,1950,4008.2884999999983,27,1252.768,931.0405000000001,1132.5005,2389.5974999999994,0.3125443689993873,0.23227881426199748,0.28253966749149934,0.5961640485708553
FJI,1950,308.30750000000006,17,81.23949999999999,37.910500000000006,54.64350000000001,135.30249999999998,0.26350153661522985,0.12296327530144417,0.17723701174963308,0.4388556879089868
FLK,1950,2.1909999999999985,18,0.5885000000000002,0.2825000000000001,0.4340000000000001,0.9704999999999999,0.2685988133272481,0.12893655864901885,0.19808306709265194,0.44294842537654067
FRA,1950,41842.3545,33,11993.281,11452.585499999997,11573.286,26122.057000000008,0.28663016561364874,0.2737079601961691,0.27659260905119476,0.6242970146433803
FRO,1950,31.65499999999999,25,9.8895,6.020500000000001,8.1175,17.46,0.31241510030011066,0.1901911230453326,0.2564365818985943,0.5515716316537673
FSM,1950,31.907999999999994,19,9.262500000000001,4.903,6.832999999999999,15.736500000000003,0.2902877021436631,0.15366052400651875,0.2141469224019055,0.4931835276419709
GAB,1950,472.9050000000001,27,145.75600000000003,108.1415,128.25900000000001,281.29150000000004,0.308214123344012,0.2286748924202535,0.27121514891997334,0.5948160835685814
GBR,1950,50055.06449999999,34,15320.729000000001,13793.314999999999,15388.639,31932.618500000004,0.30607749991012406,0.27556282541599764,0.3074342057835127,0.6379498022622667
GEO,1950,3517.2640000000006,25,1077.068,731.4865000000001,858.2054999999999,2018.1564999999998,0.30622324625049463,0.20797031442621308,0.24399803369892045,0.5737859029063498
GGY,1950,44.419000000000004,34,13.444,11.723500000000001,13.3065,27.813,0.30266327472477994,0.26392984983903284,0.2995677525383282,0.6261509714311443
GHA,1950,5077.595499999998,18,1542.1985,576.6975000000001,930.8465,2406.5290000000005,0.30372614360478317,0.11357688890341902,0.18332427228596693,0.47395051456934717
GIB,1950,21.40249999999999,30,7.505999999999999,5.5425,6.928,14.1135,0.35070669314332453,0.258965074173578,0.3237005022777715,0.6594323093096605
GIN,1950,2983.5570000000007,21,903.6589999999999,488.06800000000004,679.4535000000001,1547.0924999999997,0.3028797505795933,0.16358594791384912,0.22773270294484063,0.5185396156332859
GLP,1950,215.26049999999995,20,62.103500000000004,34.8415,48.264,106.6655,0.28850392896049215,0.16185737745661657,0.22421205934205307,0.4955182209462489
GMB,1950,306.7805,17,89.397,42.678000000000004,61.01800000000001,146.653,0.2914037887023458,0.1391157521420038,0.1988979090913536,0.47803885840201704
GNB,1950,543.4134999999998,20,178.809,85.4145,133.6855,287.86100000000005,0.32904776933219376,0.15718140973678432,0.24601063462722225,0.5297273623124935
GNQ,1950,226.38099999999983,22,67.98349999999999,42.91149999999999,54.361999999999995,123.4015,0.300305679363551,0.1895543353903376,0.24013499366112898,0.5451053754511204
GRC,1950,7669.099000000001,25,2451.0745,1581.638,2011.2255,4483.971499999999,0.3196039717312294,0.2062351783436359,0.2622505590291636,0.5846803516293111
GRD,1950,77.01999999999995,15,17.3595,11.1455,13.329999999999998,32.23650000000001,0.225389509218385,0.14470916645027274,0.17307192936899515,0.4185471306154249
GRL,1950,23.119499999999988,17,6.1205,3.5835,5.004500000000001,10.834499999999998,0.26473323385021313,0.15499902679556227,0.21646229373472625,0.4686303769545191
GTM,1950,3099.8690000000006,17,918.712,404.39799999999997,602.9234999999999,1473.6835,0.2963712337521359,0.13045648058030837,0.19449967079253985,0.47540186375617804
GUF,1950,23.39750000000002,26,7.166500000000001,4.8555,6.129500000000001,13.203999999999995,0.30629340741532196,0.20752217117213362,0.2619724329522383,0.5643337963457628
GUM,1950,60.99100000000003,22,30.014,7.175000000000001,15.191500000000003,40.44949999999999,0.4921053925989078,0.11764030758636516,0.2490777327802462,0.6632044072076204
GUY,1950,417.7189999999998,19,118.58550000000002,68.83749999999999,95.001,206.22,0.28388821193194486,0.16479379678683523,0.22742800782344122,0.49368115886517033
HKG,1950,1980.5244999999998,23,821.9364999999999,306.80649999999997,558.8149999999999,1215.7855000000002,0.415009508844753,0.15491174181384781,0.2821550553906301,0.6138704671414064
HND,1950,1557.9324999999997,18,433.4334999999999,231.38450000000006,312.4839999999999,741.8055,0.27821070553441823,0.1485202343490492,0.20057608400877444,0.4761473940623231
HRV,1950,3864.691000000001,27,1168.1664999999998,948.0539999999999,1038.2524999999998,2336.754,0.30226646839294513,0.24531172091119305,0.2686508442718964,0.6046418717563705
HTI,1950,3247.2309999999993,19,975.4609999999999,516.4965,758.5150000000001,1636.6419999999998,0.30039778506672304,0.15905751700448784,0.23358824795648978,0.5040115717052468
HUN,1950,9337.713999999994,29,2942.9485000000004,2425.8905,2682.2495,5900.53,0.3151679843696222,0.25979490269245786,0.28724905260538086,0.6319030546448524
IDN,1950,69567.619,18,21541.446500000002,10268.231,15608.490000000003,34970.59299999999,0.3096476034345807,0.14760072498672117,0.22436429799329488,0.5026849201206669
IMN,1950,54.8135,38,14.955,16.4705,16.4315,34.919,0.27283424703768233,0.30048254535835156,0.29977104180539466,0.6370510914282065
IND,1950,357021.0994999999,20,112642.88049999997,59566.2425,85376.01900000001,189575.35600000003,0.31550762870248794,0.16684235913065418,0.23913437922735442,0.5309920233439875
IRL,1950,2906.599500000001,29,820.8494999999998,648.6735000000001,766.844,1634.7734999999998,0.28240887676475535,0.22317264556055963,0.2638285735616481,0.5624350723242053
IRN,1950,16832.834000000006,21,5046.109999999999,2802.1230000000005,3633.629999999999,8806.342,0.2997778033098881,0.16646769046733303,0.21586561122149708,0.5231645485246273
IRQ,1950,5656.4715,20,1724.1519999999996,1090.0390000000002,1494.8439999999996,3024.233500000001,0.30481051659148284,0.19270653091772852,0.26427146322579365,0.5346501790029352
ISL,1950,142.65,26,43.992000000000004,30.108999999999998,36.3525,82.102,0.30839116719242904,0.21106905012267785,0.2548370136698212,0.5755485453908167
ISR,1950,1284.157,25,442.71099999999996,268.0205,377.0845,763.0805000000001,0.34474834463387266,0.20871318693898022,0.2936436121128491,0.5942267962562211
ITA,1950,46391.93800000001,28,14682.261,10796.819,12560.8105,28192.9955,0.3164830277191696,0.23273050157982186,0.2707541663812363,0.6077132518154339
JAM,1950,1407.4699999999998,21,453.41049999999996,247.18750000000003,366.17949999999996,764.9205000000003,0.32214576509623655,0.17562541297505457,0.26016860039645606,0.5434719745358696
JEY,1950,56.85549999999997,35,17.6445,15.672500000000001,17.3965,36.75899999999999,0.31033936910237375,0.2756549498289525,0.3059774340213349,0.6465337566286465
JOR,1950,438.3859999999999,17,109.63950000000001,66.089,79.53900000000002,199.81249999999997,0.2500980870739486,0.1507552704694037,0.18143599476260655,0.45579124333350063
JPN,1950,84353.0485,21,25596.326500000003,15220.36,19628.494000000006,45471.41899999999,0.30344281511058846,0.18043639525369376,0.23269454215398042,0.5390607667249866
KAZ,1950,6655.674999999995,22,1962.515,1263.2205000000001,1539.3239999999998,3602.7095,0.2948634060407099,0.18979600115690762,0.2312799227726716,0.5412988915474393
KEN,1950,5774.050000000001,16,1531.819,643.9619999999999,982.868,2477.368499999999,0.2652936846754011,0.11152691784795762,0.1702215948943982,0.429052138447017
KGZ,1950,1751.2245000000007,24,506.3265,361.4495,404.00399999999996,987.8025,0.2891271221936421,0.20639815169328654,0.2306980058810277,0.5640638878681743
KHM,1950,4380.379500000002,18,1297.3109999999995,628.7795,925.1209999999999,2131.0879999999997,0.29616406523681316,0.14354452622198596,0.21119654130424076,0.4865076188033477
KIR,1950,37.8455,21,10.738999999999999,6.365500000000001,8.302999999999999,19.1525,0.28375896738053397,0.16819701153373587,0.21939200169108608,0.5060707349618845
KNA,1950,47.253999999999984,21,13.717999999999998,8.556000000000001,12.245000000000001,24.087500000000002,0.29030346637321713,0.1810640369069286,0.25913150209506086,0.5097452067549839
KOR,1950,20104.009999999995,18,5658.297,3241.3274999999994,4389.928000000001,9794.943499999996,0.28145116322564506,0.16122790925790428,0.21836081458375728,0.4872134216009641
KWT,1950,153.7375,20,56.957499999999996,19.51,34.791500000000006,83.6565,0.37048540531750546,0.1269046263923896,0.22630457760793563,0.5441515570371575
LAO,1950,1684.6734999999992,19,532.9875000000001,262.34200000000004,394.0565,868.9165,0.31637435977950645,0.15572275577433856,0.23390674810282241,0.5157773895060381
LBN,1950,1349.5874999999996,22,389.2705,245.90649999999997,297.77250000000004,713.2145000000002,0.2884366519399447,0.1822086378245205,0.22063963988996646,0.5284685135272817
LBR,1950,915.8939999999996,18,276.66200000000003,130.80250000000004,193.70250000000001,451.255,0.30206770652499104,0.14281401559569132,0.21149008509718387,0.4926934776295076
LBY,1950,1130.6765,20,327.88449999999995,179.894,234.9415,568.6689999999999,0.28998966547902955,0.15910297949944127,0.20778843462298896,0.5029458028003587
LCA,1950,86.69550000000001,19,26.538500000000003,12.515000000000002,18.568499999999997,42.736,0.30611162055700697,0.14435582008293396,0.2141806668166167,0.49294369373266195
LIE,1950,13.764500000000002,28,4.362,3.1289999999999996,3.9275,8.174499999999998,0.3169021758872461,0.2273239129645101,0.2853354644193396,0.5938828144865412
LKA,1950,7945.976999999997,20,2275.1535,1121.266,1620.9004999999997,3784.8294999999994,0.28632772282124663,0.14111115599755705,0.20399008202515567,0.4763202183947928
LSO,1950,579.4700000000003,18,138.88599999999997,95.67399999999999,115.862,262.159,0.23967763646090376,0.1651060451792154,0.1999447771239235,0.45241168654114944
LTU,1950,2564.7979999999984,25,732.6390000000001,587.1179999999999,634.4155,1451.4579999999999,0.2856517355362881,0.22891393396283072,0.24735495738845723,0.5659151324977643
LUX,1950,296.584,34,93.8905,83.71549999999998,94.0555,196.341,0.3165730450732339,0.2822657324737679,0.3171293798721441,0.6620080651687212
LVA,1950,1922.525000000001,29,566.7230000000001,473.8035,515.07,1163.5530000000006,0.2947805620213,0.24644855073406055,0.26791329111454976,0.6052212585011898
MAC,1950,196.83800000000002,24,76.34649999999999,38.068,59.73499999999999,123.17300000000002,0.3878646399577316,0.1933976163139231,0.3034729066542029,0.625758237738648
MAF,1950,2.978499999999999,20,0.8955,0.48450000000000015,0.7050000000000001,1.517,0.3006546919590399,0.16266577136142363,0.23669632365284549,0.5093167701863356
MAR,1950,8946.208499999997,18,2652.9825,1371.4215000000002,1747.029,4498.384499999999,0.2965482528157041,0.15329639366218667,0.19528149830176667,0.5028258060383906
MCO,1950,19.729000000000003,42,5.319000000000001,6.849500000000001,6.2425,13.589500000000003,0.2696031223072634,0.34717927923361547,0.3164123878554412,0.6888083531856658
MDA,1950,2370.311,25,781.47,479.23900000000003,622.0055000000001,1395.7340000000002,0.32969091397711103,0.20218401720280588,0.26241514299178464,0.5888400298526227
MDG,1950,3953.8960000000006,20,1154.7620000000002,721.263,930.339,2065.7484999999997,0.2920567460550303,0.18241830336458012,0.23529678069428228,0.5224589872874753
MDV,1950,74.48450000000003,17,22.056999999999995,9.8515,14.814500000000002,35.8165,0.2961287247682402,0.13226241701293553,0.19889372956789664,0.48085843363384306
MEX,1950,27600.133000000005,17,7869.819500000001,3864.2664999999997,5630.2525000000005,12988.802999999996,0.28513701365134725,0.14000898111614168,0.203993672784113,0.4706065365699504
MHL,1950,13.065499999999993,17,3.2485,1.9675,2.6870000000000003,5.769999999999998,0.24863189315372558,0.15058742489763124,0.2056561172553673,0.4416210631051242
MKD,1950,1251.4329999999995,20,366.0470000000001,199.30250000000007,265.8035,638.761,0.2925022753914914,0.15925942499518564,0.21239930543624796,0.510423650327265
MLI,1950,4694.915499999998,19,1488.1320000000003,750.268,1142.1279999999997,2443.0000000000005,0.3169667270901896,0.15980436708605306,0.24326912805991932,0.5203501532668695
MLT,1950,291.87350000000015,24,77.76349999999998,61.861499999999985,68.3235,154.8135000000001,0.26642877822070155,0.21194627124422036,0.23408599958543672,0.5304130042638335
MMR,1950,17731.817499999994,21,5742.725,3052.492,4340.2085,9681.746999999996,0.32386555974873993,0.1721477225896331,0.24476952235719782,0.5460098492441623
MNE,1950,402.2594999999999,21,106.12349999999999,71.4685,80.177,203.11050000000003,0.26381850521864625,0.17766764986283737,0.1993166102975816,0.5049240602148615
MNG,1950,781.2599999999998,24,241.57,174.27800000000002,211.19549999999998,454.7179999999999,0.30920564216778035,0.22307298466579636,0.2703267798172184,0.5820315899956481
MNP,1950,7.062499999999999,18,2.13,1.035,1.5850000000000002,3.4325000000000006,0.30159292035398233,0.1465486725663717,0.224424778761062,0.4860176991150444
MOZ,1950,5920.215000000001,19,1852.5229999999997,927.4419999999998,1470.8799999999999,3001.0755000000004,0.3129148181273821,0.15665681060569583,0.24845043634395028,0.5069200189520144
MRT,1950,658.5549999999998,17,197.72750000000002,89.89700000000002,138.763,316.3555,0.3002444746452461,0.1365064421346737,0.21070829315698772,0.48037825238590565
MSR,1950,12.98900000000001,18,3.387999999999999,1.6939999999999997,2.546,5.644500000000001,0.2608360920779118,0.13041804603895593,0.196012010162445,0.4345600123181151
MTQ,1950,231.99450000000007,20,65.3705,38.70100000000001,52.9645,114.45699999999995,0.2817760765880225,0.16681860992394215,0.2283006709210778,0.49336083398528807
MUS,1950,525.4430000000001,18,153.66550000000004,78.3735,111.07700000000001,256.28999999999996,0.2924494188713143,0.14915699704820504,0.21139685941196285,0.48775985216284146
MWI,1950,2949.7390000000005,16,829.1565000000003,369.5315,563.9635000000001,1342.5335,0.28109486974949316,0.1252759989951653,0.19119098333784784,0.4551363696923693
MYS,1950,5972.875999999998,19,1739.2005000000001,892.9574999999999,1312.7504999999999,2914.0715,0.29118309169652956,0.14950209915625237,0.21978532619796565,0.4878841449244888
MYT,1950,20.544000000000004,20,5.8950000000000005,3.0404999999999998,4.202,10.010000000000002,0.2869450934579439,0.14799941588785043,0.20453660436137067,0.48724688473520245
NAM,1950,514.7739999999999,20,155.93000000000004,82.9205,115.85800000000002,264.97499999999997,0.30290962636030583,0.1610813677458458,0.22506575701181497,0.5147404492068365
NCL,1950,63.86,22,20.4925,11.162500000000001,16.54,34.336,0.3208972752896962,0.17479642968994677,0.2590040714062011,0.5376761666144692
NER,1950,2569.1915000000004,14,722.2754999999999,284.946,481.474,1103.6715,0.28112949151513217,0.11090882092673901,0.18740292422732985,0.42957930539626954
NGA,1950,37189.36899999999,18,10904.747,5708.761999999998,7894.896499999999,18427.155000000002,0.2932221571169977,0.15350521273969447,0.21228906841629933,0.49549523144638474
NIC,1950,1330.441999999999,16,384.69700000000006,170.18949999999998,257.5845,618.8705000000001,0.2891497712790188,0.12791951847581487,0.19360821441295462,0.4651615778816367
NIU,1950,4.485000000000002,19,1.1965,0.7515,0.907,2.2300000000000004,0.2667781493868449,0.16755852842809354,0.20222965440356735,0.49721293199554056
NLD,1950,10093.554,27,3091.741000000001,2288.2439999999997,2716.7515000000008,5940.928999999999,0.30630846181632365,0.226703498093932,0.26915707787366083,0.5885864384338756
NOR,1950,3281.4159999999993,31,1058.352,838.261,998.7440000000001,2064.8860000000004,0.3225290545301176,0.255457095351519,0.30436372590369537,0.6292667555713756
NPL,1950,8398.9455,19,2581.310000000001,1288.057,1896.3884999999998,4250.851500000001,0.30733739134275856,0.15335937112581574,0.22578888028264976,0.5061172857949847
NRU,1950,3.354,18,0.8709999999999999,0.4440000000000002,0.657,1.464,0.2596899224806201,0.13237924865831846,0.19588550983899822,0.4364937388193202
NZL,1950,1911.6080000000002,28,583.0925000000001,430.091,529.8555,1119.2090000000003,0.305027233616934,0.22498911910810165,0.277177904675017,0.5854803913773118
OMN,1950,457.3165000000001,18,133.7725,67.91,97.45449999999998,223.37850000000003,0.2925162332870124,0.1484967194492217,0.2131007737529697,0.4884549321968483
PAK,1950,37696.26349999999,19,10916.159499999998,5376.8240000000005,7812.039000000001,18190.074000000004,0.2895820032667164,0.14263546306121302,0.20723642808789267,0.4825431570956631
PAN,1950,861.0790000000006,18,248.19100000000003,125.188,179.60950000000003,414.71999999999997,0.2882325547365571,0.1453850343580553,0.20858655245337523,0.48162828265466895
PER,1950,7678.967499999999,18,2161.7595,1199.726,1609.69,3737.7854999999995,0.28151694873041205,0.15623532721033137,0.2096232338527283,0.4867562598747813
PHL,1950,18469.877999999986,17,5102.172,2635.4805,3850.785499999999,8575.1545,0.276242864192173,0.14269073677692956,0.20849003442253392,0.4642778095231602
PLW,1950,7.429499999999996,17,1.8784999999999998,0.9530000000000001,1.432,3.1455,0.2528433945756781,0.12827242748502599,0.19274513762702747,0.42337976983646297
PNG,1950,1542.8545000000004,17,551.687,147.79600000000002,324.58000000000004,768.856,0.35757551992102943,0.09579386779505131,0.2103762862927126,0.49833344621932907
POL,1950,24786.235999999994,25,7974.359,5645.718999999998,6754.649,14935.531000000003,0.3217252914076991,0.2277763755658584,0.27251612548190063,0.6025735815635745
PRI,1950,2229.7419999999997,17,638.4399999999999,302.60550000000006,450.947,1046.0400000000002,0.28632909098900233,0.13571323498413723,0.20224178402703097,0.46913050926968247
PRK,1950,11103.378499999999,16,3047.2055000000005,1489.0749999999998,2043.8075,5110.805500000001,0.27443948704441634,0.13411008189984697,0.18407077629570134,0.46029282888987366
